Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N92	34.86	0	1000
A1	N001	N0	N93	36.34	0	1000
A2	N001	N0	N94	41.32	0	1000
A3	N001	N0	N95	39.68	0	1000
A4	N001	N0	N96	32.96	0	1000
A5	N001	N0	N97	49.48	0	1000
A6	N001	N0	N98	39.31	0	1000
A7	N001	N0	N99	30.4	0	1000
A8	N001	N0	N100	45.94	0	1000
A9	N001	N0	N101	41.32	0	1000
A10	N001	N0	N102	48.59	0	1000
A11	N001	N0	N103	46.91	0	1000
A12	N001	N0	N104	43.41	0	1000
A13	N001	N0	N105	40.12	0	1000
A14	N001	N0	N106	43.76	0	1000
A15	N001	N0	N107	42.65	0	1000
A16	N001	N0	N108	42.42	0	1000
A17	N001	N0	N109	43.41	0	1000
A18	N001	N0	N110	49.12	0	1000
A19	N001	N0	N111	44.02	0	1000
A20	N001	N0	N112	36.98	0	1000
A21	N001	N0	N113	42.69	0	1000
A22	N001	N0	N114	31.19	0	1000
A23	N001	N0	N115	32.04	0	1000
A24	N001	N0	N116	37.15	0	1000
A25	N001	N0	N117	32.74	0	1000
A26	N001	N0	N118	43.5	0	1000
A27	N001	N0	N119	35.24	0	1000
A28	N001	N0	N120	36.62	0	1000
A29	N001	N0	N121	39.55	0	1000
A30	N001	N0	N122	42.66	0	1000
A31	N001	N0	N123	42.89	0	1000
A32	N001	N0	N124	40.28	0	1000
A33	N001	N0	N125	34.14	0	1000
A34	N001	N0	N126	44.24	0	1000
A35	N001	N0	N127	39.35	0	1000
A36	N001	N0	N128	33.96	0	1000
A37	N001	N0	N129	34.98	0	1000
A38	N001	N0	N130	43.89	0	1000
A39	N001	N0	N131	45.32	0	1000
A40	N001	N0	N132	47.43	0	1000
A41	N001	N0	N133	40.91	0	1000
A42	N001	N0	N134	34.89	0	1000
A43	N001	N0	N135	49.7	0	1000
A44	N001	N0	N136	48.73	0	1000
A45	N001	N0	N137	38.67	0	1000
A46	N001	N0	N138	46.62	0	1000
A47	N001	N0	N139	47.16	0	1000
A48	N001	N0	N140	32.89	0	1000
A49	N001	N0	N141	34.22	0	1000
A50	N001	N0	N142	30.12	0	1000
A51	N001	N0	N143	40.74	0	1000
A52	N001	N0	N144	31.42	0	1000
A53	N001	N0	N145	45.53	0	1000
A54	N001	N0	N146	46.97	0	1000
A55	N001	N0	N147	46.16	0	1000
A56	N001	N0	N148	30.34	0	1000
A57	N001	N0	N149	46.03	0	1000
A58	N001	N0	N150	35.09	0	1000
A59	N001	N0	N151	45.22	0	1000
A60	N001	N0	N152	43.79	0	1000
A61	N001	N0	N153	42.41	0	1000
A62	N001	N0	N154	31.76	0	1000
A63	N001	N0	N155	39.37	0	1000
A64	N001	N0	N156	48.18	0	1000
A65	N001	N0	N157	48.42	0	1000
A66	N001	N0	N158	47.74	0	1000
A67	N001	N0	N159	31.12	0	1000
A68	N001	N0	N160	37.13	0	1000
A69	N001	N0	N161	37.01	0	1000
A70	N001	N0	N162	48.94	0	1000
A71	N001	N0	N163	31.26	0	1000
A72	N001	N0	N164	31.83	0	1000
A73	N001	N0	N165	37.21	0	1000
A74	N001	N0	N166	32.57	0	1000
A75	N001	N0	N167	32.57	0	1000
A76	N001	N0	N168	32.89	0	1000
A77	N001	N0	N169	49.41	0	1000
A78	N001	N0	N170	42.95	0	1000
A79	N001	N0	N171	47.16	0	1000
A80	N001	N0	N172	30.24	0	1000
A81	N001	N0	N173	42.72	0	1000
A82	N001	N0	N174	39.19	0	1000
A83	N001	N0	N175	33.76	0	1000
A84	N001	N0	N176	35.63	0	1000
A85	N001	N0	N177	31.63	0	1000
A86	N001	N0	N178	41.27	0	1000
A87	N001	N0	N179	43.72	0	1000
A88	N001	N0	N180	48.82	0	1000
A89	N001	N0	N181	45.71	0	1000
A90	N001	N1	N91	172.5	0	1000
A91	N001	N1	N92	20.12	0	5
A92	N001	N1	N149	3.02	0	6
A93	N001	N1	N141	11.67	0	6
A94	N001	N1	N143	4.59	0	8
A95	N001	N1	N145	6.8	0	6
A96	N001	N1	N157	1.53	0	9
A97	N001	N1	N180	19.45	0	5
A98	N001	N1	N168	17.45	0	7
A99	N001	N1	N102	8.82	0	6
A100	N001	N1	N98	12.54	0	6
A101	N001	N1	N129	6.83	0	7
A102	N001	N1	N107	11.7	0	5
A103	N001	N1	N130	12.95	0	7
A104	N001	N1	N139	13.29	0	7
A105	N001	N1	N100	13.98	0	8
A106	N001	N1	N93	1.69	0	8
A107	N001	N1	N117	16.58	0	8
A108	N001	N1	N162	6.04	0	5
A109	N001	N1	N137	8.39	0	9
A110	N001	N1	N134	13.82	0	5
A111	N001	N1	N117	6.82	0	6
A112	N001	N1	N133	6.33	0	5
A113	N001	N1	N126	0.14	0	7
A114	N001	N1	N160	4.25	0	5
A115	N001	N1	N104	1.75	0	6
A116	N001	N1	N118	13.54	0	6
A117	N001	N1	N101	11.98	0	8
A118	N001	N1	N164	0.65	0	7
A119	N001	N1	N115	11.27	0	9
A120	N001	N1	N148	13.49	0	7
A121	N001	N1	N104	18.46	0	8
A122	N001	N1	N170	1.16	0	8
