Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N52	36.27	0	1000
A1	N001	N0	N53	47.83	0	1000
A2	N001	N0	N54	33.75	0	1000
A3	N001	N0	N55	35.93	0	1000
A4	N001	N0	N56	35.97	0	1000
A5	N001	N0	N57	34.85	0	1000
A6	N001	N0	N58	35.12	0	1000
A7	N001	N0	N59	37.5	0	1000
A8	N001	N0	N60	34.05	0	1000
A9	N001	N0	N61	46.19	0	1000
A10	N001	N0	N62	46.76	0	1000
A11	N001	N0	N63	32.6	0	1000
A12	N001	N0	N64	39.52	0	1000
A13	N001	N0	N65	34.77	0	1000
A14	N001	N0	N66	35.4	0	1000
A15	N001	N0	N67	47.15	0	1000
A16	N001	N0	N68	38.09	0	1000
A17	N001	N0	N69	45.08	0	1000
A18	N001	N0	N70	49.34	0	1000
A19	N001	N0	N71	41.35	0	1000
A20	N001	N0	N72	38.62	0	1000
A21	N001	N0	N73	46.53	0	1000
A22	N001	N0	N74	33.0	0	1000
A23	N001	N0	N75	30.17	0	1000
A24	N001	N0	N76	43.68	0	1000
A25	N001	N0	N77	42.04	0	1000
A26	N001	N0	N78	36.23	0	1000
A27	N001	N0	N79	32.27	0	1000
A28	N001	N0	N80	49.82	0	1000
A29	N001	N0	N81	30.78	0	1000
A30	N001	N0	N82	44.92	0	1000
A31	N001	N0	N83	38.86	0	1000
A32	N001	N0	N84	45.78	0	1000
A33	N001	N0	N85	30.45	0	1000
A34	N001	N0	N86	36.02	0	1000
A35	N001	N0	N87	36.3	0	1000
A36	N001	N0	N88	32.46	0	1000
A37	N001	N0	N89	48.95	0	1000
A38	N001	N0	N90	39.58	0	1000
A39	N001	N0	N91	47.8	0	1000
A40	N001	N0	N92	36.83	0	1000
A41	N001	N0	N93	37.88	0	1000
A42	N001	N0	N94	33.38	0	1000
A43	N001	N0	N95	38.2	0	1000
A44	N001	N0	N96	34.31	0	1000
A45	N001	N0	N97	40.91	0	1000
A46	N001	N0	N98	41.31	0	1000
A47	N001	N0	N99	33.79	0	1000
A48	N001	N0	N100	48.63	0	1000
A49	N001	N0	N101	49.26	0	1000
A50	N001	N1	N51	129.78	0	1000
A51	N001	N1	N52	33.67	0	9
A52	N001	N1	N70	3.62	0	8
A53	N001	N1	N56	8.7	0	6
A54	N001	N1	N92	15.61	0	6
A55	N001	N1	N91	6.37	0	8
A56	N001	N1	N85	18.53	0	5
A57	N001	N1	N68	5.78	0	9
A58	N001	N1	N61	12.84	0	6
A59	N001	N1	N58	16.9	0	7
A60	N001	N1	N76	8.77	0	8
A61	N001	N1	N60	7.58	0	5
A62	N001	N1	N73	3.95	0	6
A63	N001	N1	N99	1.19	0	5
A64	N001	N1	N55	15.13	0	8
A65	N001	N1	N85	10.64	0	9
A66	N001	N1	N61	14.76	0	8
A67	N001	N1	N91	7.84	0	5
A68	N001	N1	N101	1.31	0	9
A69	N001	N1	N56	13.23	0	7
A70	N001	N1	N101	19.35	0	7
A71	N001	N1	N73	2.95	0	9
A72	N001	N1	N100	4.32	0	8
A73	N001	N2	N51	145.36	0	1000
A74	N001	N2	N53	25.96	0	8
A75	N001	N2	N100	15.08	0	8
A76	N001	N2	N89	0.45	0	7
A77	N001	N2	N101	2.26	0	5
A78	N001	N2	N100	15.03	0	8
A79	N001	N2	N89	3.53	0	5
A80	N001	N2	N100	19.08	0	9
A81	N001	N2	N61	12.43	0	8
A82	N001	N2	N69	13.63	0	9
A83	N001	N2	N67	11.8	0	9
A84	N001	N2	N89	18.33	0	6
A85	N001	N2	N83	5.71	0	8
A86	N001	N2	N95	4.55	0	5
A87	N001	N2	N81	13.27	0	8
A88	N001	N2	N76	6.33	0	6
A89	N001	N2	N52	5.02	0	6
A90	N001	N2	N78	1.47	0	6
A91	N001	N2	N67	12.09	0	8
A92	N001	N2	N100	6.33	0	8
A93	N001	N2	N58	9.2	0	5
A94	N001	N2	N65	5.43	0	9
A95	N001	N2	N64	7.13	0	9
A96	N001	N2	N88	3.11	0	7
A97	N001	N3	N51	195.68	0	1000
A98	N001	N3	N54	29.6	0	9
A99	N001	N3	N59	18.37	0	6
A100	N001	N3	N64	8.63	0	9
A101	N001	N3	N77	19.02	0	8
A102	N001	N3	N57	7.98	0	7
A103	N001	N3	N77	18.18	0	9
A104	N001	N3	N101	18.28	0	8
A105	N001	N3	N59	4.4	0	7
A106	N001	N3	N67	3.16	0	5
A107	N001	N3	N57	7.82	0	9
A108	N001	N3	N94	1.1	0	9
A109	N001	N3	N62	12.53	0	8
A110	N001	N3	N79	1.83	0	9
A111	N001	N3	N58	5.88	0	7
A112	N001	N3	N85	9.2	0	7
A113	N001	N3	N77	8.71	0	6
A114	N001	N3	N83	13.22	0	5
A115	N001	N3	N69	13.8	0	9
A116	N001	N3	N89	11.47	0	9
A117	N001	N3	N88	13.79	0	5
A118	N001	N3	N87	2.73	0	7
A119	N001	N3	N89	6.2	0	5
A120	N001	N3	N75	0.02	0	8
A121	N001	N3	N71	12.01	0	6
A122	N001	N3	N87	4.32	0	8
A123	N001	N3	N58	16.76	0	8
A124	N001	N3	N71	13.15	0	5
A125	N001	N3	N97	11.22	0	8
A126	N001	N4	N51	103.19	0	1000
A127	N001	N4	N55	21.19	0	7
A128	N001	N4	N63	15.67	0	6
A129	N001	N4	N78	12.21	0	8
A130	N001	N4	N52	19.38	0	9
A131	N001	N4	N96	17.51	0	5
A132	N001	N4	N69	11.7	0	5
A133	N001	N4	N67	6.92	0	5
A134	N001	N4	N96	17.54	0	8
A135	N001	N4	N78	17.69	0	6
A136	N001	N4	N78	8.01	0	7
A137	N001	N4	N67	8.65	0	6
A138	N001	N4	N81	7.54	0	8
A139	N001	N4	N56	1.47	0	8
A140	N001	N4	N90	10.66	0	6
A141	N001	N4	N99	11.93	0	9
A142	N001	N4	N87	10.3	0	8
A143	N001	N4	N77	4.17	0	5
A144	N001	N4	N80	4.5	0	9
A145	N001	N4	N97	0.55	0	6
A146	N001	N4	N73	11.79	0	9
A147	N001	N4	N100	15.69	0	8
A148	N001	N4	N52	7.02	0	7
A149	N001	N4	N61	3.15	0	5
A150	N001	N4	N59	3.91	0	5
A151	N001	N4	N94	17.96	0	8
A152	N001	N4	N98	16.55	0	5
A153	N001	N5	N51	183.44	0	1000
A154	N001	N5	N56	39.09	0	5
A155	N001	N5	N89	17.21	0	8
A156	N001	N5	N72	16.46	0	7
A157	N001	N5	N69	17.03	0	5
A158	N001	N5	N54	11.96	0	5
A159	N001	N5	N64	2.94	0	5
A160	N001	N5	N91	17.11	0	7
A161	N001	N5	N59	7.51	0	7
A162	N001	N5	N76	1.96	0	9
A163	N001	N5	N54	0.06	0	9
A164	N001	N5	N70	15.5	0	7
A165	N001	N5	N64	14.64	0	7
A166	N001	N5	N73	7.64	0	8
A167	N001	N5	N84	17.61	0	6
A168	N001	N5	N95	0.72	0	8
A169	N001	N5	N62	15.35	0	8
A170	N001	N5	N90	19.58	0	6
A171	N001	N5	N62	17.53	0	5
A172	N001	N5	N78	15.96	0	5
A173	N001	N5	N73	10.07	0	5
A174	N001	N5	N100	17.56	0	5
A175	N001	N6	N51	172.88	0	1000
A176	N001	N6	N57	34.07	0	6
A177	N001	N6	N62	3.79	0	8
A178	N001	N6	N80	3.37	0	5
A179	N001	N6	N88	1.29	0	9
A180	N001	N6	N65	8.16	0	8
A181	N001	N6	N52	17.92	0	5
A182	N001	N6	N70	2.38	0	5
A183	N001	N6	N96	11.49	0	8
A184	N001	N6	N79	2.62	0	6
A185	N001	N6	N78	6.52	0	9
A186	N001	N6	N80	14.27	0	7
A187	N001	N6	N69	4.01	0	9
A188	N001	N6	N72	12.0	0	8
A189	N001	N6	N95	6.95	0	5
A190	N001	N6	N78	13.26	0	6
A191	N001	N6	N67	2.15	0	9
A192	N001	N6	N87	9.7	0	5
A193	N001	N6	N60	12.13	0	6
A194	N001	N6	N97	4.91	0	8
A195	N001	N6	N78	15.04	0	5
A196	N001	N6	N98	17.99	0	6
A197	N001	N6	N64	16.94	0	7
A198	N001	N6	N87	16.0	0	8
A199	N001	N6	N86	18.31	0	5
A200	N001	N6	N58	13.13	0	9
A201	N001	N6	N89	5.7	0	6
A202	N001	N6	N72	16.65	0	9
A203	N001	N6	N83	8.79	0	5
A204	N001	N7	N51	102.93	0	1000
A205	N001	N7	N58	32.36	0	6
A206	N001	N7	N61	18.61	0	8
A207	N001	N7	N86	2.68	0	8
A208	N001	N7	N81	19.42	0	5
A209	N001	N7	N92	6.17	0	8
A210	N001	N7	N69	4.22	0	9
A211	N001	N7	N99	17.6	0	5
A212	N001	N7	N69	16.11	0	7
A213	N001	N7	N98	3.74	0	5
A214	N001	N7	N60	5.84	0	9
A215	N001	N7	N84	1.5	0	5
A216	N001	N7	N83	8.89	0	6
A217	N001	N7	N64	4.46	0	8
A218	N001	N7	N75	19.02	0	8
A219	N001	N7	N81	12.98	0	6
A220	N001	N7	N96	10.06	0	5
A221	N001	N7	N99	10.76	0	9
A222	N001	N7	N66	10.81	0	9
A223	N001	N7	N55	7.85	0	8
A224	N001	N7	N93	19.69	0	7
A225	N001	N7	N84	10.03	0	7
A226	N001	N7	N101	3.58	0	7
A227	N001	N7	N93	18.48	0	6
A228	N001	N7	N91	18.01	0	8
A229	N001	N7	N92	5.35	0	7
A230	N001	N7	N68	16.89	0	5
A231	N001	N7	N53	17.06	0	5
A232	N001	N7	N82	7.41	0	5
A233	N001	N7	N52	18.89	0	7
A234	N001	N8	N51	111.19	0	1000
A235	N001	N8	N59	26.01	0	7
A236	N001	N8	N96	19.5	0	5
A237	N001	N8	N60	17.55	0	7
A238	N001	N8	N92	14.39	0	8
A239	N001	N8	N70	17.55	0	8
A240	N001	N8	N69	8.34	0	6
A241	N001	N8	N68	5.38	0	5
A242	N001	N8	N78	6.24	0	8
A243	N001	N8	N57	6.73	0	5
A244	N001	N8	N68	4.6	0	6
A245	N001	N8	N95	9.8	0	6
A246	N001	N8	N77	17.2	0	7
A247	N001	N8	N80	8.9	0	9
A248	N001	N8	N64	12.12	0	9
A249	N001	N8	N89	14.55	0	6
A250	N001	N8	N70	2.11	0	6
A251	N001	N8	N90	18.51	0	6
A252	N001	N8	N101	0.56	0	9
A253	N001	N8	N57	2.59	0	9
A254	N001	N8	N67	16.64	0	7
A255	N001	N8	N83	15.43	0	6
A256	N001	N8	N60	14.5	0	8
A257	N001	N8	N61	1.54	0	5
A258	N001	N8	N55	2.54	0	9
A259	N001	N8	N100	16.94	0	7
A260	N001	N8	N77	18.55	0	7
A261	N001	N9	N51	151.01	0	1000
A262	N001	N9	N60	30.27	0	5
A263	N001	N9	N61	15.35	0	6
A264	N001	N9	N52	8.5	0	6
A265	N001	N9	N59	0.05	0	9
A266	N001	N9	N73	1.29	0	9
A267	N001	N9	N67	10.83	0	9
A268	N001	N9	N62	10.29	0	7
A269	N001	N9	N81	5.15	0	7
A270	N001	N9	N65	3.65	0	6
A271	N001	N9	N93	17.3	0	9
A272	N001	N9	N53	4.08	0	7
A273	N001	N9	N90	11.94	0	7
A274	N001	N9	N65	14.14	0	8
A275	N001	N9	N66	16.29	0	5
A276	N001	N9	N58	5.97	0	9
A277	N001	N9	N80	8.55	0	5
A278	N001	N9	N94	0.47	0	6
A279	N001	N9	N92	18.11	0	7
A280	N001	N9	N93	12.07	0	8
A281	N001	N9	N101	19.21	0	6
A282	N001	N9	N79	12.64	0	9
A283	N001	N9	N96	5.62	0	6
A284	N001	N9	N85	14.55	0	9
A285	N001	N9	N70	8.68	0	7
A286	N001	N10	N51	182.05	0	1000
A287	N001	N10	N61	28.73	0	8
A288	N001	N10	N85	0.94	0	9
A289	N001	N10	N64	17.71	0	7
A290	N001	N10	N100	12.37	0	8
A291	N001	N10	N73	16.96	0	6
A292	N001	N10	N60	16.44	0	6
A293	N001	N10	N57	9.7	0	5
A294	N001	N10	N53	10.29	0	7
A295	N001	N10	N100	2.7	0	7
A296	N001	N10	N64	13.23	0	5
A297	N001	N10	N83	19.01	0	9
A298	N001	N10	N52	19.74	0	6
A299	N001	N10	N72	13.75	0	8
A300	N001	N10	N81	15.77	0	6
A301	N001	N10	N75	15.25	0	7
A302	N001	N10	N80	13.28	0	7
A303	N001	N10	N96	15.99	0	7
A304	N001	N10	N81	1.06	0	7
A305	N001	N10	N73	11.73	0	9
A306	N001	N10	N74	7.07	0	7
A307	N001	N10	N94	15.23	0	5
A308	N001	N10	N54	8.96	0	6
A309	N001	N10	N66	1.88	0	8
A310	N001	N10	N55	5.26	0	6
A311	N001	N10	N65	4.52	0	7
A312	N001	N10	N70	12.04	0	5
A313	N001	N10	N53	7.39	0	7
A314	N001	N10	N62	2.42	0	8
A315	N001	N11	N51	138.53	0	1000
A316	N001	N11	N62	39.88	0	8
A317	N001	N11	N68	15.55	0	5
A318	N001	N11	N100	11.99	0	9
A319	N001	N11	N58	12.65	0	7
A320	N001	N11	N61	14.94	0	7
A321	N001	N11	N76	11.89	0	9
A322	N001	N11	N60	17.32	0	6
A323	N001	N11	N61	15.04	0	9
A324	N001	N11	N100	14.4	0	8
A325	N001	N11	N53	14.57	0	9
A326	N001	N11	N98	10.49	0	9
A327	N001	N11	N66	4.47	0	8
A328	N001	N11	N55	16.9	0	5
A329	N001	N11	N79	2.25	0	9
A330	N001	N11	N79	4.5	0	8
A331	N001	N11	N69	7.54	0	9
A332	N001	N11	N80	12.22	0	5
A333	N001	N11	N53	7.23	0	6
A334	N001	N11	N95	15.6	0	9
A335	N001	N11	N67	10.66	0	8
A336	N001	N11	N58	11.94	0	8
A337	N001	N11	N82	18.51	0	8
A338	N001	N11	N65	9.23	0	9
A339	N001	N12	N51	138.99	0	1000
A340	N001	N12	N63	24.43	0	5
A341	N001	N12	N97	5.77	0	6
A342	N001	N12	N56	13.98	0	6
A343	N001	N12	N93	0.43	0	6
