Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N14	4.18	0	1000
A1	N001	N0	N15	3.45	0	1000
A2	N001	N0	N16	4.42	0	1000
A3	N001	N0	N17	4.52	0	1000
A4	N001	N0	N18	4.17	0	1000
A5	N001	N0	N19	4.42	0	1000
A6	N001	N0	N20	3.29	0	1000
A7	N001	N0	N21	4.7	0	1000
A8	N001	N0	N22	3.07	0	1000
A9	N001	N0	N23	3.83	0	1000
A10	N001	N0	N24	3.27	0	1000
A11	N001	N0	N25	4.1	0	1000
A12	N001	N1	N13	85.31	0	1000
A13	N001	N1	N14	3.99	0	5
A14	N001	N1	N19	1.01	0	5
A15	N001	N1	N23	1.3	0	6
A16	N001	N1	N20	0.82	0	7
A17	N001	N1	N24	2.28	0	6
A18	N001	N1	N16	3.61	0	7
A19	N001	N1	N25	3.79	0	5
A20	N001	N2	N13	50.49	0	1000
A21	N001	N2	N15	3.92	0	6
A22	N001	N2	N20	2.52	0	8
A23	N001	N2	N20	2.3	0	7
A24	N001	N2	N25	1.45	0	6
A25	N001	N2	N25	2.8	0	8
A26	N001	N2	N23	2.54	0	5
A27	N001	N3	N13	62.33	0	1000
A28	N001	N3	N16	2.37	0	5
A29	N001	N3	N14	0.03	0	5
A30	N001	N3	N25	3.14	0	5
A31	N001	N3	N22	3.34	0	5
A32	N001	N3	N17	0.82	0	7
A33	N001	N3	N15	0.12	0	5
A34	N001	N3	N15	0.39	0	5
A35	N001	N4	N13	57.47	0	1000
A36	N001	N4	N17	3.59	0	5
A37	N001	N4	N16	3.78	0	5
A38	N001	N4	N21	0.59	0	8
A39	N001	N4	N16	2.8	0	7
A40	N001	N4	N22	2.4	0	9
A41	N001	N4	N21	3.41	0	8
A42	N001	N5	N13	97.57	0	1000
A43	N001	N5	N18	2.08	0	7
A44	N001	N5	N17	0.43	0	5
A45	N001	N5	N14	2.04	0	5
A46	N001	N5	N21	1.78	0	9
A47	N001	N5	N21	0.98	0	6
A48	N001	N5	N24	2.25	0	8
A49	N001	N5	N23	3.96	0	6
A50	N001	N5	N14	2.39	0	5
A51	N001	N6	N13	89.01	0	1000
A52	N001	N6	N19	2.57	0	9
A53	N001	N6	N14	3.98	0	5
A54	N001	N6	N25	1.66	0	7
A55	N001	N6	N16	1.48	0	9
A56	N001	N6	N18	2.72	0	6
A57	N001	N7	N13	56.54	0	1000
A58	N001	N7	N20	2.18	0	7
A59	N001	N7	N22	2.03	0	6
A60	N001	N7	N24	3.29	0	9
A61	N001	N7	N21	3.53	0	6
A62	N001	N7	N16	3.69	0	9
A63	N001	N7	N14	1.74	0	6
A64	N001	N7	N19	3.91	0	7
A65	N001	N7	N16	1.77	0	8
A66	N001	N8	N13	94.58	0	1000
A67	N001	N8	N21	3.7	0	8
A68	N001	N8	N18	1.22	0	5
A69	N001	N8	N16	3.13	0	9
A70	N001	N8	N18	1.16	0	5
A71	N001	N8	N16	1.3	0	8
A72	N001	N8	N22	0.32	0	9
A73	N001	N9	N13	60.43	0	1000
A74	N001	N9	N22	3.84	0	5
A75	N001	N9	N24	3.42	0	7
A76	N001	N9	N15	3.67	0	7
A77	N001	N9	N25	2.0	0	6
A78	N001	N9	N24	2.44	0	6
A79	N001	N10	N13	89.73	0	1000
A80	N001	N10	N23	3.97	0	8
A81	N001	N10	N18	1.2	0	9
A82	N001	N10	N16	0.63	0	9
A83	N001	N10	N22	2.51	0	8
A84	N001	N10	N19	3.94	0	9
A85	N001	N10	N18	2.74	0	7
A86	N001	N10	N16	3.27	0	9
A87	N001	N11	N13	69.08	0	1000
A88	N001	N11	N24	2.45	0	7
A89	N001	N11	N20	1.15	0	5
A90	N001	N11	N25	0.17	0	6
A91	N001	N11	N22	2.96	0	7
A92	N001	N11	N17	2.5	0	9
A93	N001	N11	N25	2.61	0	8
A94	N001	N12	N13	50.28	0	1000
A95	N001	N12	N25	3.54	0	5
A96	N001	N12	N14	3.28	0	5
A97	N001	N12	N24	3.63	0	9
A98	N001	N12	N20	0.17	0	9
A99	N001	N12	N19	2.38	0	5
A100	N001	N12	N23	0.8	0	6
A101	N001	N12	N17	0.16	0	8
A102	N001	N12	N17	0.95	0	5
A103	N001	N13	N27	3.28	0	1000
A104	N001	N13	N28	3.82	0	1000
