Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N102	31.62	0	1000
A1	N001	N0	N103	49.76	0	1000
A2	N001	N0	N104	47.84	0	1000
A3	N001	N0	N105	31.59	0	1000
A4	N001	N0	N106	48.55	0	1000
A5	N001	N0	N107	37.72	0	1000
A6	N001	N0	N108	49.47	0	1000
A7	N001	N0	N109	44.25	0	1000
A8	N001	N0	N110	35.0	0	1000
A9	N001	N0	N111	44.85	0	1000
A10	N001	N0	N112	46.76	0	1000
A11	N001	N0	N113	40.52	0	1000
A12	N001	N0	N114	44.47	0	1000
A13	N001	N0	N115	37.11	0	1000
A14	N001	N0	N116	38.34	0	1000
A15	N001	N0	N117	37.83	0	1000
A16	N001	N0	N118	39.74	0	1000
A17	N001	N0	N119	43.71	0	1000
A18	N001	N0	N120	49.35	0	1000
A19	N001	N0	N121	34.58	0	1000
A20	N001	N0	N122	44.41	0	1000
A21	N001	N0	N123	46.33	0	1000
A22	N001	N0	N124	46.51	0	1000
A23	N001	N0	N125	44.29	0	1000
A24	N001	N0	N126	32.26	0	1000
A25	N001	N0	N127	48.25	0	1000
A26	N001	N0	N128	47.05	0	1000
A27	N001	N0	N129	43.67	0	1000
A28	N001	N0	N130	37.91	0	1000
A29	N001	N0	N131	49.6	0	1000
A30	N001	N0	N132	40.51	0	1000
A31	N001	N0	N133	30.85	0	1000
A32	N001	N0	N134	35.1	0	1000
A33	N001	N0	N135	38.19	0	1000
A34	N001	N0	N136	41.51	0	1000
A35	N001	N0	N137	31.75	0	1000
A36	N001	N0	N138	49.38	0	1000
A37	N001	N0	N139	30.74	0	1000
A38	N001	N0	N140	38.53	0	1000
A39	N001	N0	N141	47.56	0	1000
A40	N001	N0	N142	31.04	0	1000
A41	N001	N0	N143	48.75	0	1000
A42	N001	N0	N144	39.74	0	1000
A43	N001	N0	N145	44.24	0	1000
A44	N001	N0	N146	30.91	0	1000
A45	N001	N0	N147	45.13	0	1000
A46	N001	N0	N148	39.9	0	1000
A47	N001	N0	N149	46.29	0	1000
A48	N001	N0	N150	36.94	0	1000
A49	N001	N0	N151	33.15	0	1000
A50	N001	N0	N152	44.37	0	1000
A51	N001	N0	N153	31.36	0	1000
A52	N001	N0	N154	42.54	0	1000
A53	N001	N0	N155	47.4	0	1000
A54	N001	N0	N156	45.9	0	1000
A55	N001	N0	N157	49.45	0	1000
A56	N001	N0	N158	49.14	0	1000
A57	N001	N0	N159	48.19	0	1000
A58	N001	N0	N160	37.78	0	1000
A59	N001	N0	N161	31.48	0	1000
