84	20	3
NodeKey	NetKey	Supply	Demand	Shortage	Overage
N0	N001	23	27	0.0	0.0
N1	N001	13	13	0.0	0.0
N2	N001	16	23	0.0	0.0
N3	N001	23	29	0.0	0.0
N4	N001	13	15	0.0	0.0
N5	N001	15	21	0.0	0.0
N6	N001	24	12	0.0	0.0
N7	N001	10	13	0.0	0.0
N8	N001	26	21	0.0	0.0
N9	N001	25	26	0.0	0.0
N10	N001	21	17	0.0	0.0
N11	N001	15	19	0.0	0.0
N12	N001	16	11	0.0	0.0
N13	N001	10	14	0.0	0.0
N14	N001	24	10	0.0	0.0
N15	N001	18	23	0.0	0.0
N16	N001	10	28	0.0	0.0
N17	N001	25	19	0.0	0.0
N18	N001	29	25	0.0	0.0
N19	N001	13	25	0.0	0.0
N20	N001	12	10	0.0	0.0
N21	N001	0	25	0.0	0.0
N22	N001	0	10	0.0	0.0
N23	N001	0	11	0.0	0.0
N24	N001	0	14	0.0	0.0
N25	N001	0	23	0.0	0.0
N26	N001	0	10	0.0	0.0
N27	N001	0	26	0.0	0.0
N28	N001	0	12	0.0	0.0
N29	N001	0	25	0.0	0.0
N30	N001	0	19	0.0	0.0
N31	N001	0	17	0.0	0.0
N32	N001	0	22	0.0	0.0
N33	N001	0	11	0.0	0.0
N34	N001	0	19	0.0	0.0
N35	N001	0	19	0.0	0.0
N36	N001	0	12	0.0	0.0
N37	N001	0	13	0.0	0.0
N38	N001	0	24	0.0	0.0
N39	N001	0	24	0.0	0.0
N40	N001	0	19	0.0	0.0
N41	N001	0	12	0.0	0.0
N42	N001	0	14	0.0	0.0
N43	N001	0	29	0.0	0.0
N44	N001	0	12	0.0	0.0
N45	N001	0	15	0.0	0.0
N46	N001	0	20	0.0	0.0
N47	N001	0	21	0.0	0.0
N48	N001	0	21	0.0	0.0
N49	N001	0	22	0.0	0.0
N50	N001	0	11	0.0	0.0
N51	N001	0	11	0.0	0.0
N52	N001	0	28	0.0	0.0
N53	N001	0	12	0.0	0.0
N54	N001	0	14	0.0	0.0
N55	N001	0	16	0.0	0.0
N56	N001	0	18	0.0	0.0
N57	N001	0	22	0.0	0.0
N58	N001	0	17	0.0	0.0
N59	N001	0	14	0.0	0.0
N60	N001	0	17	0.0	0.0
N61	N001	0	26	0.0	0.0
N62	N001	0	26	0.0	0.0
N63	N001	0	12	0.0	0.0
N64	N001	0	26	0.0	0.0
N65	N001	0	24	0.0	0.0
N66	N001	0	23	0.0	0.0
N67	N001	0	14	0.0	0.0
N68	N001	0	11	0.0	0.0
N69	N001	0	26	0.0	0.0
N70	N001	0	19	0.0	0.0
N71	N001	0	14	0.0	0.0
N72	N001	0	18	0.0	0.0
N73	N001	0	18	0.0	0.0
N74	N001	0	29	0.0	0.0
N75	N001	0	25	0.0	0.0
N76	N001	0	11	0.0	0.0
N77	N001	0	19	0.0	0.0
N78	N001	0	17	0.0	0.0
N79	N001	0	11	0.0	0.0
N80	N001	0	29	0.0	0.0
N81	N001	0	28	0.0	0.0
N82	N001	0	29	0.0	0.0
N83	N001	0	21	0.0	0.0
