Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N26	4.02	0	1000
A1	N001	N0	N27	3.59	0	1000
A2	N001	N0	N28	3.32	0	1000
A3	N001	N0	N29	4.23	0	1000
A4	N001	N0	N30	4.97	0	1000
A5	N001	N0	N31	4.46	0	1000
A6	N001	N0	N32	3.53	0	1000
A7	N001	N0	N33	4.37	0	1000
A8	N001	N0	N34	4.99	0	1000
A9	N001	N0	N35	3.77	0	1000
A10	N001	N0	N36	3.81	0	1000
A11	N001	N0	N37	4.41	0	1000
A12	N001	N0	N38	4.57	0	1000
A13	N001	N0	N39	4.97	0	1000
A14	N001	N0	N40	3.72	0	1000
A15	N001	N0	N41	3.93	0	1000
A16	N001	N0	N42	4.82	0	1000
A17	N001	N0	N43	4.35	0	1000
A18	N001	N0	N44	3.05	0	1000
A19	N001	N0	N45	3.17	0	1000
A20	N001	N0	N46	4.28	0	1000
A21	N001	N0	N47	4.77	0	1000
A22	N001	N0	N48	4.93	0	1000
A23	N001	N0	N49	3.5	0	1000
A24	N001	N1	N25	97.65	0	1000
A25	N001	N1	N26	2.61	0	8
A26	N001	N1	N37	2.06	0	9
A27	N001	N1	N47	0.76	0	6
A28	N001	N1	N44	2.99	0	8
A29	N001	N1	N35	2.49	0	5
A30	N001	N1	N47	2.76	0	8
A31	N001	N1	N28	2.15	0	8
A32	N001	N1	N35	1.84	0	7
A33	N001	N1	N39	3.85	0	5
A34	N001	N1	N39	2.58	0	6
A35	N001	N1	N45	3.64	0	9
A36	N001	N2	N25	80.79	0	1000
A37	N001	N2	N27	2.62	0	9
A38	N001	N2	N45	1.22	0	7
A39	N001	N2	N28	2.96	0	5
A40	N001	N2	N40	2.76	0	6
A41	N001	N2	N48	2.19	0	8
A42	N001	N2	N46	0.32	0	5
A43	N001	N2	N41	3.61	0	6
A44	N001	N2	N34	1.24	0	8
A45	N001	N2	N43	1.59	0	8
A46	N001	N2	N26	0.97	0	8
A47	N001	N2	N26	0.55	0	7
A48	N001	N2	N35	1.32	0	7
A49	N001	N2	N46	2.94	0	6
A50	N001	N2	N37	0.93	0	9
A51	N001	N3	N25	70.4	0	1000
A52	N001	N3	N28	2.32	0	8
A53	N001	N3	N41	3.62	0	5
A54	N001	N3	N47	1.89	0	8
A55	N001	N3	N37	2.19	0	7
A56	N001	N3	N42	2.74	0	9
