Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N42	31.51	0	1000
A1	N001	N0	N43	45.86	0	1000
A2	N001	N0	N44	41.62	0	1000
A3	N001	N0	N45	32.79	0	1000
A4	N001	N0	N46	34.45	0	1000
A5	N001	N0	N47	35.15	0	1000
A6	N001	N0	N48	33.53	0	1000
A7	N001	N0	N49	36.7	0	1000
A8	N001	N0	N50	37.82	0	1000
A9	N001	N0	N51	49.66	0	1000
A10	N001	N0	N52	36.09	0	1000
A11	N001	N0	N53	33.43	0	1000
A12	N001	N0	N54	40.5	0	1000
A13	N001	N0	N55	31.21	0	1000
A14	N001	N0	N56	35.75	0	1000
A15	N001	N0	N57	33.29	0	1000
A16	N001	N0	N58	32.74	0	1000
A17	N001	N0	N59	47.19	0	1000
A18	N001	N0	N60	43.94	0	1000
A19	N001	N0	N61	37.16	0	1000
A20	N001	N0	N62	38.6	0	1000
A21	N001	N0	N63	34.44	0	1000
A22	N001	N0	N64	36.29	0	1000
A23	N001	N0	N65	45.33	0	1000
A24	N001	N0	N66	31.18	0	1000
A25	N001	N0	N67	45.02	0	1000
A26	N001	N0	N68	41.89	0	1000
A27	N001	N0	N69	45.36	0	1000
A28	N001	N0	N70	45.3	0	1000
A29	N001	N0	N71	34.9	0	1000
A30	N001	N0	N72	40.29	0	1000
A31	N001	N0	N73	47.44	0	1000
A32	N001	N0	N74	49.87	0	1000
A33	N001	N0	N75	34.98	0	1000
A34	N001	N0	N76	37.62	0	1000
A35	N001	N0	N77	32.63	0	1000
A36	N001	N0	N78	38.07	0	1000
A37	N001	N0	N79	43.92	0	1000
A38	N001	N0	N80	35.87	0	1000
A39	N001	N0	N81	49.24	0	1000
A40	N001	N1	N41	185.15	0	1000
A41	N001	N1	N42	37.1	0	7
A42	N001	N1	N46	13.19	0	8
A43	N001	N1	N64	14.66	0	9
A44	N001	N1	N55	2.37	0	9
A45	N001	N1	N43	2.33	0	7
A46	N001	N1	N57	10.74	0	6
A47	N001	N1	N43	12.04	0	8
A48	N001	N1	N80	19.71	0	7
A49	N001	N1	N81	0.41	0	6
A50	N001	N1	N45	19.18	0	8
A51	N001	N1	N80	19.86	0	8
A52	N001	N1	N55	14.86	0	6
A53	N001	N1	N76	18.53	0	7
A54	N001	N1	N59	11.43	0	7
A55	N001	N1	N53	2.07	0	6
A56	N001	N1	N69	18.66	0	7
A57	N001	N1	N52	5.55	0	7
A58	N001	N1	N52	4.83	0	6
A59	N001	N1	N60	13.45	0	7
A60	N001	N2	N41	189.24	0	1000
A61	N001	N2	N43	35.07	0	5
A62	N001	N2	N42	2.9	0	6
A63	N001	N2	N67	0.39	0	9
A64	N001	N2	N80	17.59	0	9
A65	N001	N2	N56	3.02	0	5
A66	N001	N2	N62	19.03	0	9
A67	N001	N2	N67	4.8	0	5
A68	N001	N2	N60	10.01	0	5
A69	N001	N2	N46	3.63	0	5
A70	N001	N2	N48	19.46	0	7
A71	N001	N2	N54	11.64	0	6
