Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N102	34.18	0	1000
A1	N001	N0	N103	30.16	0	1000
A2	N001	N0	N104	36.63	0	1000
A3	N001	N0	N105	38.94	0	1000
A4	N001	N0	N106	44.83	0	1000
A5	N001	N0	N107	44.36	0	1000
A6	N001	N0	N108	30.91	0	1000
A7	N001	N0	N109	47.71	0	1000
A8	N001	N0	N110	43.18	0	1000
A9	N001	N0	N111	34.65	0	1000
A10	N001	N0	N112	38.38	0	1000
A11	N001	N0	N113	43.38	0	1000
A12	N001	N0	N114	33.91	0	1000
A13	N001	N0	N115	46.21	0	1000
A14	N001	N0	N116	30.51	0	1000
A15	N001	N0	N117	35.31	0	1000
A16	N001	N0	N118	49.68	0	1000
A17	N001	N0	N119	39.32	0	1000
A18	N001	N0	N120	42.71	0	1000
A19	N001	N0	N121	49.77	0	1000
A20	N001	N0	N122	40.49	0	1000
A21	N001	N0	N123	36.44	0	1000
A22	N001	N0	N124	32.13	0	1000
A23	N001	N0	N125	40.44	0	1000
A24	N001	N0	N126	30.72	0	1000
A25	N001	N0	N127	33.04	0	1000
A26	N001	N0	N128	46.3	0	1000
A27	N001	N0	N129	37.32	0	1000
A28	N001	N0	N130	46.04	0	1000
A29	N001	N0	N131	35.9	0	1000
A30	N001	N0	N132	35.1	0	1000
A31	N001	N0	N133	30.52	0	1000
A32	N001	N0	N134	46.21	0	1000
A33	N001	N0	N135	32.75	0	1000
A34	N001	N0	N136	31.48	0	1000
A35	N001	N0	N137	47.62	0	1000
A36	N001	N0	N138	37.16	0	1000
A37	N001	N0	N139	46.01	0	1000
A38	N001	N0	N140	32.77	0	1000
A39	N001	N0	N141	43.0	0	1000
A40	N001	N0	N142	35.6	0	1000
A41	N001	N0	N143	39.48	0	1000
A42	N001	N0	N144	33.52	0	1000
A43	N001	N0	N145	36.05	0	1000
A44	N001	N0	N146	43.29	0	1000
A45	N001	N0	N147	32.36	0	1000
A46	N001	N0	N148	33.43	0	1000
A47	N001	N0	N149	31.51	0	1000
A48	N001	N0	N150	34.1	0	1000
