366	60	5
NodeKey	NetKey	Supply	Demand	Shortage	Overage
N0	N001	22	24	0.0	0.0
N1	N001	18	12	0.0	0.0
N2	N001	10	23	0.0	0.0
N3	N001	19	25	0.0	0.0
N4	N001	27	13	0.0	0.0
N5	N001	22	21	0.0	0.0
N6	N001	16	13	0.0	0.0
N7	N001	20	17	0.0	0.0
N8	N001	21	29	0.0	0.0
N9	N001	25	11	0.0	0.0
N10	N001	23	21	0.0	0.0
N11	N001	24	14	0.0	0.0
N12	N001	10	27	0.0	0.0
N13	N001	23	10	0.0	0.0
N14	N001	24	21	0.0	0.0
N15	N001	17	21	0.0	0.0
N16	N001	23	11	0.0	0.0
N17	N001	14	22	0.0	0.0
N18	N001	12	10	0.0	0.0
N19	N001	11	13	0.0	0.0
N20	N001	18	12	0.0	0.0
N21	N001	24	25	0.0	0.0
N22	N001	14	27	0.0	0.0
N23	N001	29	12	0.0	0.0
N24	N001	25	16	0.0	0.0
N25	N001	29	27	0.0	0.0
N26	N001	11	20	0.0	0.0
N27	N001	29	27	0.0	0.0
N28	N001	10	17	0.0	0.0
N29	N001	27	13	0.0	0.0
N30	N001	20	25	0.0	0.0
N31	N001	25	15	0.0	0.0
N32	N001	18	20	0.0	0.0
N33	N001	29	19	0.0	0.0
N34	N001	14	12	0.0	0.0
N35	N001	29	27	0.0	0.0
N36	N001	25	23	0.0	0.0
N37	N001	14	23	0.0	0.0
N38	N001	15	14	0.0	0.0
N39	N001	26	26	0.0	0.0
N40	N001	21	20	0.0	0.0
N41	N001	10	11	0.0	0.0
N42	N001	21	12	0.0	0.0
N43	N001	17	11	0.0	0.0
N44	N001	21	29	0.0	0.0
N45	N001	18	12	0.0	0.0
N46	N001	11	29	0.0	0.0
N47	N001	10	10	0.0	0.0
N48	N001	13	13	0.0	0.0
N49	N001	12	19	0.0	0.0
N50	N001	12	16	0.0	0.0
N51	N001	19	11	0.0	0.0
N52	N001	10	21	0.0	0.0
N53	N001	20	20	0.0	0.0
N54	N001	28	13	0.0	0.0
N55	N001	11	19	0.0	0.0
