Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N12	35.03	0	1000
A1	N001	N0	N13	33.94	0	1000
A2	N001	N0	N14	40.41	0	1000
A3	N001	N0	N15	30.12	0	1000
A4	N001	N0	N16	49.8	0	1000
A5	N001	N0	N17	36.54	0	1000
A6	N001	N0	N18	48.24	0	1000
A7	N001	N0	N19	38.23	0	1000
A8	N001	N0	N20	48.85	0	1000
A9	N001	N0	N21	44.26	0	1000
A10	N001	N1	N11	186.92	0	1000
A11	N001	N1	N12	27.75	0	7
A12	N001	N1	N19	6.38	0	9
A13	N001	N1	N15	8.56	0	7
A14	N001	N1	N18	0.66	0	5
A15	N001	N1	N13	10.56	0	6
A16	N001	N1	N17	6.09	0	6
A17	N001	N2	N11	101.95	0	1000
A18	N001	N2	N13	30.53	0	7
A19	N001	N2	N20	4.39	0	6
A20	N001	N2	N15	0.77	0	5
A21	N001	N2	N18	5.89	0	7
A22	N001	N2	N20	1.01	0	7
A23	N001	N2	N19	7.51	0	5
A24	N001	N3	N11	131.9	0	1000
A25	N001	N3	N14	32.55	0	7
A26	N001	N3	N20	9.39	0	6
A27	N001	N3	N13	16.15	0	9
A28	N001	N3	N19	12.78	0	7
A29	N001	N3	N12	16.65	0	5
A30	N001	N3	N21	0.14	0	8
A31	N001	N4	N11	114.48	0	1000
A32	N001	N4	N15	30.9	0	8
A33	N001	N4	N19	12.44	0	5
A34	N001	N4	N12	0.15	0	7
A35	N001	N4	N17	2.19	0	5
A36	N001	N4	N21	19.95	0	9
A37	N001	N5	N11	168.28	0	1000
A38	N001	N5	N16	37.87	0	6
A39	N001	N5	N12	15.37	0	5
A40	N001	N5	N19	12.54	0	9
A41	N001	N5	N13	4.35	0	6
A42	N001	N5	N13	10.54	0	5
A43	N001	N6	N11	107.71	0	1000
A44	N001	N6	N17	25.49	0	8
A45	N001	N6	N20	4.51	0	7
A46	N001	N6	N21	14.44	0	8
A47	N001	N6	N20	9.69	0	8
A48	N001	N6	N16	14.13	0	8
A49	N001	N6	N16	15.99	0	7
A50	N001	N7	N11	175.58	0	1000
A51	N001	N7	N18	35.44	0	6
A52	N001	N7	N13	11.7	0	6
A53	N001	N7	N13	5.16	0	6
A54	N001	N7	N19	6.03	0	7
A55	N001	N7	N14	7.0	0	6
A56	N001	N8	N11	109.26	0	1000
A57	N001	N8	N19	38.35	0	8
A58	N001	N8	N16	16.93	0	5
A59	N001	N8	N16	1.56	0	6
A60	N001	N8	N17	3.05	0	5
A61	N001	N8	N17	3.6	0	5
A62	N001	N8	N13	14.75	0	8
A63	N001	N9	N11	134.86	0	1000
A64	N001	N9	N20	38.59	0	8
A65	N001	N9	N18	1.82	0	7
A66	N001	N9	N12	13.54	0	7
A67	N001	N9	N19	11.47	0	7
A68	N001	N9	N21	15.16	0	6
A69	N001	N10	N11	152.68	0	1000
A70	N001	N10	N21	25.58	0	5
A71	N001	N10	N13	1.2	0	7
A72	N001	N10	N17	0.23	0	5
A73	N001	N10	N14	9.66	0	5
A74	N001	N10	N18	19.32	0	9
A75	N001	N10	N18	5.84	0	8
A76	N001	N11	N23	36.75	0	1000
A77	N001	N11	N24	41.61	0	1000
A78	N001	N11	N25	43.66	0	1000
A79	N001	N11	N26	36.87	0	1000
A80	N001	N11	N27	33.9	0	1000
A81	N001	N11	N28	47.3	0	1000
A82	N001	N11	N29	41.39	0	1000
A83	N001	N11	N30	43.91	0	1000
A84	N001	N11	N31	32.07	0	1000
A85	N001	N11	N32	40.38	0	1000
A86	N001	N12	N22	133.85	0	1000
A87	N001	N12	N23	36.71	0	9
A88	N001	N12	N32	8.27	0	7
A89	N001	N12	N31	16.0	0	5
A90	N001	N12	N27	2.28	0	8
A91	N001	N12	N29	5.64	0	5
A92	N001	N13	N22	153.24	0	1000
A93	N001	N13	N24	30.6	0	5
A94	N001	N13	N27	10.51	0	8
A95	N001	N13	N32	19.96	0	5
A96	N001	N13	N28	12.69	0	9
A97	N001	N13	N23	15.64	0	6
A98	N001	N14	N22	136.98	0	1000
A99	N001	N14	N25	25.64	0	8
A100	N001	N14	N29	2.24	0	9
A101	N001	N14	N32	17.39	0	7
A102	N001	N14	N32	4.79	0	6
