Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N22	45.57	0	1000
A1	N001	N0	N23	49.24	0	1000
A2	N001	N0	N24	41.29	0	1000
A3	N001	N0	N25	32.97	0	1000
A4	N001	N0	N26	32.7	0	1000
A5	N001	N0	N27	46.37	0	1000
A6	N001	N0	N28	31.44	0	1000
A7	N001	N0	N29	48.74	0	1000
A8	N001	N0	N30	31.74	0	1000
A9	N001	N0	N31	44.77	0	1000
A10	N001	N0	N32	46.54	0	1000
A11	N001	N0	N33	40.55	0	1000
A12	N001	N0	N34	48.4	0	1000
A13	N001	N0	N35	44.59	0	1000
A14	N001	N0	N36	38.95	0	1000
A15	N001	N0	N37	33.14	0	1000
A16	N001	N0	N38	39.71	0	1000
A17	N001	N0	N39	34.07	0	1000
A18	N001	N0	N40	48.59	0	1000
A19	N001	N0	N41	46.18	0	1000
A20	N001	N1	N21	187.47	0	1000
A21	N001	N1	N22	30.57	0	5
A22	N001	N1	N33	6.15	0	8
A23	N001	N1	N27	7.29	0	6
A24	N001	N1	N37	6.94	0	5
A25	N001	N1	N23	7.16	0	5
A26	N001	N1	N26	7.27	0	6
A27	N001	N1	N32	5.96	0	9
A28	N001	N1	N28	5.54	0	6
A29	N001	N1	N26	1.71	0	8
A30	N001	N1	N31	14.58	0	5
A31	N001	N2	N21	168.08	0	1000
A32	N001	N2	N23	33.8	0	9
A33	N001	N2	N28	8.71	0	6
A34	N001	N2	N22	7.17	0	7
A35	N001	N2	N28	10.34	0	9
A36	N001	N2	N29	11.37	0	8
A37	N001	N2	N24	6.21	0	8
A38	N001	N2	N32	3.41	0	6
A39	N001	N2	N33	18.45	0	6
A40	N001	N2	N30	14.29	0	6
A41	N001	N2	N31	10.73	0	9
A42	N001	N2	N30	3.91	0	7
A43	N001	N3	N21	182.91	0	1000
A44	N001	N3	N24	37.13	0	8
A45	N001	N3	N30	10.06	0	9
A46	N001	N3	N32	19.4	0	5
A47	N001	N3	N35	11.14	0	7
A48	N001	N3	N34	18.38	0	6
A49	N001	N3	N25	0.6	0	9
A50	N001	N3	N38	11.88	0	9
A51	N001	N3	N25	10.72	0	7
A52	N001	N3	N32	8.23	0	6
A53	N001	N4	N21	179.49	0	1000
A54	N001	N4	N25	39.31	0	6
A55	N001	N4	N23	16.68	0	5
A56	N001	N4	N35	0.15	0	9
A57	N001	N4	N28	0.94	0	5
A58	N001	N4	N38	15.51	0	9
A59	N001	N4	N24	19.09	0	9
A60	N001	N4	N26	12.65	0	6
A61	N001	N4	N22	0.12	0	7
A62	N001	N4	N22	5.01	0	5
A63	N001	N4	N33	10.78	0	7
A64	N001	N4	N40	15.87	0	9
A65	N001	N5	N21	162.35	0	1000
A66	N001	N5	N26	35.21	0	5
A67	N001	N5	N24	2.72	0	7
A68	N001	N5	N39	11.03	0	8
A69	N001	N5	N25	4.36	0	5
A70	N001	N5	N29	11.04	0	5
A71	N001	N5	N22	1.36	0	6
A72	N001	N5	N35	1.34	0	6
A73	N001	N5	N24	11.82	0	7
A74	N001	N5	N37	15.97	0	9
A75	N001	N5	N39	7.46	0	6
A76	N001	N5	N24	16.03	0	9
A77	N001	N5	N35	10.59	0	9
A78	N001	N6	N21	186.68	0	1000
A79	N001	N6	N27	21.64	0	8
A80	N001	N6	N26	12.23	0	9
A81	N001	N6	N40	6.13	0	7
A82	N001	N6	N26	9.25	0	9
A83	N001	N6	N24	6.64	0	5
A84	N001	N6	N32	11.73	0	9
A85	N001	N6	N41	11.61	0	7
A86	N001	N6	N33	14.09	0	8
A87	N001	N6	N35	11.75	0	7
A88	N001	N6	N31	14.11	0	7
A89	N001	N6	N39	14.45	0	8
A90	N001	N7	N21	168.8	0	1000
A91	N001	N7	N28	32.35	0	9
A92	N001	N7	N36	4.01	0	9
A93	N001	N7	N25	6.26	0	5
A94	N001	N7	N34	16.66	0	8
A95	N001	N7	N40	13.56	0	7
A96	N001	N7	N38	11.8	0	5
A97	N001	N7	N41	0.92	0	8
A98	N001	N7	N33	16.29	0	7
A99	N001	N7	N26	11.52	0	8
A100	N001	N7	N35	16.89	0	8
A101	N001	N7	N22	3.27	0	8
A102	N001	N7	N37	1.99	0	9
A103	N001	N8	N21	153.14	0	1000
A104	N001	N8	N29	34.3	0	7
A105	N001	N8	N22	3.62	0	5
A106	N001	N8	N38	13.55	0	9
A107	N001	N8	N31	18.0	0	5
A108	N001	N8	N35	2.22	0	5
A109	N001	N8	N35	4.77	0	5
A110	N001	N8	N41	12.81	0	9
A111	N001	N8	N22	8.96	0	9
A112	N001	N8	N39	8.27	0	5
A113	N001	N8	N36	12.01	0	8
A114	N001	N9	N21	177.17	0	1000
A115	N001	N9	N30	32.64	0	5
A116	N001	N9	N23	5.59	0	9
A117	N001	N9	N37	15.18	0	7
A118	N001	N9	N25	3.61	0	6
A119	N001	N9	N32	2.32	0	6
A120	N001	N9	N36	6.69	0	7
A121	N001	N9	N38	19.35	0	7
A122	N001	N9	N25	2.68	0	5
A123	N001	N9	N31	3.74	0	9
A124	N001	N9	N38	5.47	0	9
A125	N001	N9	N27	9.68	0	5
A126	N001	N10	N21	190.18	0	1000
A127	N001	N10	N31	34.75	0	5
A128	N001	N10	N37	8.22	0	8
