Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N62	33.47	0	1000
A1	N001	N0	N63	31.5	0	1000
A2	N001	N0	N64	38.45	0	1000
A3	N001	N0	N65	37.61	0	1000
A4	N001	N0	N66	34.41	0	1000
A5	N001	N0	N67	42.4	0	1000
A6	N001	N0	N68	39.7	0	1000
A7	N001	N0	N69	38.11	0	1000
A8	N001	N0	N70	46.59	0	1000
A9	N001	N0	N71	39.28	0	1000
A10	N001	N0	N72	49.82	0	1000
A11	N001	N0	N73	32.99	0	1000
A12	N001	N0	N74	35.88	0	1000
A13	N001	N0	N75	47.55	0	1000
A14	N001	N0	N76	39.9	0	1000
A15	N001	N0	N77	38.92	0	1000
A16	N001	N0	N78	46.48	0	1000
A17	N001	N0	N79	45.36	0	1000
A18	N001	N0	N80	40.96	0	1000
A19	N001	N0	N81	34.58	0	1000
A20	N001	N0	N82	47.45	0	1000
A21	N001	N0	N83	36.19	0	1000
A22	N001	N0	N84	37.91	0	1000
A23	N001	N0	N85	48.9	0	1000
A24	N001	N0	N86	49.72	0	1000
A25	N001	N0	N87	41.02	0	1000
A26	N001	N0	N88	43.77	0	1000
A27	N001	N0	N89	42.02	0	1000
A28	N001	N0	N90	47.05	0	1000
A29	N001	N0	N91	48.9	0	1000
A30	N001	N0	N92	46.85	0	1000
A31	N001	N0	N93	44.87	0	1000
A32	N001	N0	N94	41.95	0	1000
A33	N001	N0	N95	39.4	0	1000
A34	N001	N0	N96	42.21	0	1000
A35	N001	N0	N97	31.82	0	1000
A36	N001	N0	N98	32.91	0	1000
A37	N001	N0	N99	38.48	0	1000
A38	N001	N0	N100	35.74	0	1000
A39	N001	N0	N101	33.48	0	1000
A40	N001	N0	N102	42.81	0	1000
A41	N001	N0	N103	30.75	0	1000
A42	N001	N0	N104	44.32	0	1000
A43	N001	N0	N105	31.53	0	1000
A44	N001	N0	N106	40.01	0	1000
A45	N001	N0	N107	45.16	0	1000
A46	N001	N0	N108	48.74	0	1000
A47	N001	N0	N109	36.16	0	1000
A48	N001	N0	N110	43.53	0	1000
A49	N001	N0	N111	38.67	0	1000
A50	N001	N0	N112	47.32	0	1000
A51	N001	N0	N113	48.06	0	1000
A52	N001	N0	N114	31.49	0	1000
A53	N001	N0	N115	43.12	0	1000
A54	N001	N0	N116	47.88	0	1000
A55	N001	N0	N117	31.52	0	1000
A56	N001	N0	N118	48.11	0	1000
A57	N001	N0	N119	34.09	0	1000
A58	N001	N0	N120	42.92	0	1000
A59	N001	N0	N121	33.04	0	1000
A60	N001	N1	N61	193.37	0	1000
A61	N001	N1	N62	37.35	0	7
A62	N001	N1	N73	18.61	0	6
A63	N001	N1	N70	18.03	0	6
A64	N001	N1	N110	15.48	0	6
A65	N001	N1	N72	18.74	0	6
A66	N001	N1	N87	11.01	0	8
A67	N001	N1	N79	15.68	0	7
A68	N001	N1	N114	13.7	0	7
A69	N001	N1	N89	16.93	0	5
A70	N001	N1	N88	5.77	0	6
A71	N001	N1	N82	7.51	0	5
A72	N001	N1	N112	0.45	0	9
A73	N001	N1	N112	9.71	0	6
A74	N001	N1	N121	1.67	0	6
A75	N001	N1	N80	11.99	0	8
A76	N001	N1	N102	10.84	0	9
A77	N001	N1	N109	6.55	0	9
A78	N001	N1	N114	2.37	0	9
A79	N001	N1	N86	14.22	0	6
A80	N001	N1	N84	13.68	0	6
A81	N001	N1	N108	6.38	0	7
A82	N001	N1	N86	10.49	0	7
A83	N001	N1	N115	13.38	0	9
A84	N001	N1	N75	16.06	0	9
A85	N001	N1	N70	14.33	0	8
A86	N001	N2	N61	110.56	0	1000
A87	N001	N2	N63	32.97	0	7
A88	N001	N2	N62	12.76	0	9
A89	N001	N2	N92	2.95	0	9
A90	N001	N2	N111	11.34	0	8
A91	N001	N2	N102	11.04	0	9
A92	N001	N2	N82	3.74	0	8
A93	N001	N2	N82	10.31	0	8
A94	N001	N2	N87	0.16	0	9
A95	N001	N2	N115	9.99	0	9
A96	N001	N2	N118	19.54	0	7
A97	N001	N2	N69	19.23	0	9
A98	N001	N2	N117	4.43	0	8
A99	N001	N2	N119	3.56	0	7
A100	N001	N2	N107	13.11	0	7
A101	N001	N2	N92	15.0	0	8
A102	N001	N2	N101	15.57	0	6
A103	N001	N2	N64	11.0	0	5
A104	N001	N2	N91	7.82	0	5
A105	N001	N2	N96	1.11	0	9
A106	N001	N2	N82	2.63	0	6
A107	N001	N2	N88	6.26	0	5
A108	N001	N2	N78	8.49	0	7
A109	N001	N2	N87	13.36	0	6
A110	N001	N2	N68	12.21	0	8
A111	N001	N2	N90	9.89	0	9
A112	N001	N3	N61	197.94	0	1000
A113	N001	N3	N64	37.29	0	7
A114	N001	N3	N101	6.55	0	9
A115	N001	N3	N121	10.13	0	8
A116	N001	N3	N79	16.36	0	8
A117	N001	N3	N116	0.82	0	7
A118	N001	N3	N83	15.42	0	7
A119	N001	N3	N100	16.63	0	6
A120	N001	N3	N110	14.67	0	9
A121	N001	N3	N102	19.41	0	5
A122	N001	N3	N80	17.96	0	7
A123	N001	N3	N88	0.03	0	6
A124	N001	N3	N111	17.6	0	9
A125	N001	N3	N83	8.74	0	9
A126	N001	N3	N78	7.48	0	9
A127	N001	N3	N70	2.11	0	6
A128	N001	N3	N91	9.63	0	7
A129	N001	N3	N120	0.79	0	5
A130	N001	N3	N114	18.46	0	7
A131	N001	N3	N71	9.66	0	6
A132	N001	N3	N119	8.82	0	6
A133	N001	N3	N117	3.77	0	9
A134	N001	N3	N76	4.15	0	7
A135	N001	N3	N63	2.71	0	6
A136	N001	N3	N83	7.48	0	8
A137	N001	N3	N95	10.3	0	8
A138	N001	N3	N79	4.99	0	5
A139	N001	N3	N102	13.73	0	8
A140	N001	N3	N100	6.5	0	7
A141	N001	N3	N73	8.79	0	6
A142	N001	N3	N67	2.86	0	6
A143	N001	N3	N91	7.07	0	6
A144	N001	N3	N107	4.46	0	5
A145	N001	N3	N100	4.65	0	7
A146	N001	N3	N98	19.24	0	8
A147	N001	N3	N94	4.82	0	6
A148	N001	N4	N61	161.83	0	1000
A149	N001	N4	N65	20.25	0	6
A150	N001	N4	N98	14.91	0	9
A151	N001	N4	N101	8.47	0	5
A152	N001	N4	N68	11.28	0	6
A153	N001	N4	N93	4.82	0	8
A154	N001	N4	N70	1.26	0	7
A155	N001	N4	N83	15.0	0	9
A156	N001	N4	N101	14.6	0	6
A157	N001	N4	N92	19.16	0	5
A158	N001	N4	N86	9.92	0	7
A159	N001	N4	N103	0.97	0	9
A160	N001	N4	N115	18.9	0	7
A161	N001	N4	N105	15.32	0	6
A162	N001	N4	N114	12.44	0	5
A163	N001	N4	N121	15.22	0	8
A164	N001	N4	N78	17.18	0	8
A165	N001	N4	N111	9.79	0	5
A166	N001	N4	N77	9.65	0	9
A167	N001	N4	N110	4.59	0	6
A168	N001	N4	N117	19.41	0	8
A169	N001	N4	N106	3.77	0	5
A170	N001	N4	N74	17.09	0	7
A171	N001	N4	N101	3.13	0	5
A172	N001	N4	N73	12.31	0	8
A173	N001	N4	N97	13.08	0	9
A174	N001	N5	N61	135.6	0	1000
A175	N001	N5	N66	33.88	0	8
A176	N001	N5	N115	2.46	0	5
A177	N001	N5	N68	0.09	0	5
A178	N001	N5	N111	13.26	0	5
A179	N001	N5	N91	18.93	0	8
A180	N001	N5	N120	2.86	0	6
A181	N001	N5	N88	9.29	0	6
A182	N001	N5	N97	2.23	0	5
A183	N001	N5	N85	1.88	0	7
A184	N001	N5	N119	15.19	0	7
A185	N001	N5	N73	4.28	0	9
A186	N001	N5	N106	1.81	0	7
A187	N001	N5	N63	5.11	0	5
A188	N001	N5	N100	10.92	0	7
A189	N001	N5	N118	17.93	0	6
A190	N001	N5	N104	3.18	0	9
A191	N001	N5	N92	12.78	0	7
A192	N001	N5	N102	7.39	0	6
A193	N001	N5	N112	10.02	0	6
A194	N001	N5	N86	9.34	0	5
A195	N001	N5	N96	4.31	0	6
A196	N001	N5	N93	9.99	0	9
A197	N001	N5	N85	15.32	0	5
A198	N001	N5	N71	8.42	0	5
A199	N001	N5	N67	17.17	0	6
A200	N001	N5	N69	13.81	0	7
A201	N001	N5	N72	16.01	0	8
A202	N001	N5	N110	11.17	0	9
A203	N001	N5	N115	6.79	0	7
A204	N001	N6	N61	138.39	0	1000
A205	N001	N6	N67	38.61	0	6
A206	N001	N6	N102	13.2	0	7
A207	N001	N6	N83	10.15	0	9
A208	N001	N6	N76	11.94	0	5
A209	N001	N6	N77	15.33	0	5
A210	N001	N6	N76	0.51	0	5
