Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N28	4.82	0	1000
A1	N001	N0	N29	3.23	0	1000
A2	N001	N0	N30	3.74	0	1000
A3	N001	N0	N31	4.46	0	1000
A4	N001	N0	N32	3.61	0	1000
A5	N001	N0	N33	3.3	0	1000
A6	N001	N0	N34	3.62	0	1000
A7	N001	N0	N35	4.61	0	1000
A8	N001	N0	N36	3.32	0	1000
A9	N001	N0	N37	4.73	0	1000
A10	N001	N0	N38	3.71	0	1000
A11	N001	N0	N39	4.05	0	1000
A12	N001	N0	N40	4.27	0	1000
A13	N001	N0	N41	4.75	0	1000
A14	N001	N0	N42	4.29	0	1000
A15	N001	N0	N43	4.36	0	1000
A16	N001	N0	N44	4.34	0	1000
A17	N001	N0	N45	4.75	0	1000
A18	N001	N0	N46	3.1	0	1000
A19	N001	N0	N47	4.39	0	1000
A20	N001	N0	N48	3.18	0	1000
A21	N001	N0	N49	4.89	0	1000
A22	N001	N0	N50	3.68	0	1000
A23	N001	N0	N51	4.59	0	1000
A24	N001	N0	N52	3.83	0	1000
A25	N001	N0	N53	3.2	0	1000
A26	N001	N1	N27	89.91	0	1000
A27	N001	N1	N28	3.68	0	7
A28	N001	N1	N39	3.06	0	9
A29	N001	N1	N47	0.48	0	8
A30	N001	N1	N42	0.33	0	9
A31	N001	N1	N47	1.5	0	9
A32	N001	N1	N29	2.79	0	8
A33	N001	N1	N43	1.43	0	5
A34	N001	N1	N37	3.71	0	5
A35	N001	N1	N40	1.54	0	7
A36	N001	N1	N41	2.91	0	9
A37	N001	N1	N51	1.84	0	6
A38	N001	N1	N30	1.39	0	9
A39	N001	N1	N42	3.41	0	9
A40	N001	N1	N39	3.04	0	5
A41	N001	N1	N49	2.09	0	9
A42	N001	N2	N27	64.71	0	1000
A43	N001	N2	N29	2.56	0	8
A44	N001	N2	N47	0.94	0	7
A45	N001	N2	N41	0.71	0	7
A46	N001	N2	N31	0.9	0	5
A47	N001	N2	N28	2.44	0	8
A48	N001	N2	N40	0.15	0	9
A49	N001	N2	N38	2.61	0	5
A50	N001	N2	N28	1.46	0	8
A51	N001	N2	N39	0.07	0	5
A52	N001	N2	N35	0.33	0	9
A53	N001	N2	N44	1.58	0	5
A54	N001	N2	N30	3.51	0	9
A55	N001	N2	N45	1.53	0	8
A56	N001	N2	N52	1.01	0	9
A57	N001	N3	N27	63.88	0	1000
A58	N001	N3	N30	3.78	0	8
A59	N001	N3	N28	3.6	0	7
A60	N001	N3	N36	0.45	0	7
A61	N001	N3	N46	2.05	0	9
A62	N001	N3	N29	1.84	0	7
A63	N001	N3	N42	1.0	0	8
A64	N001	N3	N53	3.07	0	7
A65	N001	N3	N45	2.1	0	8
A66	N001	N3	N44	3.03	0	9
A67	N001	N3	N46	3.89	0	8
A68	N001	N3	N44	1.98	0	9
A69	N001	N3	N43	3.54	0	5
A70	N001	N3	N36	3.9	0	8
A71	N001	N3	N44	2.59	0	5
A72	N001	N4	N27	72.45	0	1000
A73	N001	N4	N31	2.5	0	5
A74	N001	N4	N50	3.78	0	5
A75	N001	N4	N38	0.82	0	9
A76	N001	N4	N32	1.02	0	9
A77	N001	N4	N51	1.51	0	8
A78	N001	N4	N51	3.85	0	9
A79	N001	N4	N34	0.46	0	7
A80	N001	N4	N38	4.0	0	9
A81	N001	N4	N41	0.63	0	5
A82	N001	N4	N37	0.49	0	5
A83	N001	N4	N45	1.5	0	9
A84	N001	N5	N27	94.27	0	1000
A85	N001	N5	N32	3.32	0	9
A86	N001	N5	N51	0.86	0	5
A87	N001	N5	N45	2.58	0	7
A88	N001	N5	N53	2.34	0	6
A89	N001	N5	N48	1.98	0	7
A90	N001	N5	N39	0.31	0	8
A91	N001	N5	N45	2.37	0	8
A92	N001	N5	N35	1.79	0	6
A93	N001	N5	N53	1.53	0	8
A94	N001	N5	N31	0.84	0	8
A95	N001	N5	N37	2.01	0	7
A96	N001	N5	N39	1.87	0	8
A97	N001	N5	N41	1.46	0	6
A98	N001	N6	N27	66.39	0	1000
A99	N001	N6	N33	3.95	0	8
A100	N001	N6	N53	3.16	0	9
A101	N001	N6	N45	3.69	0	9
A102	N001	N6	N29	1.59	0	6
A103	N001	N6	N30	0.81	0	8
A104	N001	N6	N45	2.84	0	7
A105	N001	N6	N38	0.8	0	7
A106	N001	N6	N29	3.32	0	5
A107	N001	N6	N51	2.76	0	9
A108	N001	N6	N39	0.12	0	7
A109	N001	N6	N49	1.77	0	9
A110	N001	N6	N46	3.35	0	8
A111	N001	N6	N40	0.71	0	9
A112	N001	N7	N27	73.82	0	1000
A113	N001	N7	N34	2.62	0	6
A114	N001	N7	N41	0.36	0	7
A115	N001	N7	N42	1.15	0	6
A116	N001	N7	N52	2.74	0	9
A117	N001	N7	N28	2.46	0	6
A118	N001	N7	N41	0.95	0	9
A119	N001	N7	N50	3.01	0	8
A120	N001	N7	N48	0.13	0	9
A121	N001	N7	N32	0.0	0	9
A122	N001	N7	N45	0.97	0	7
A123	N001	N7	N40	0.33	0	7
A124	N001	N7	N51	3.69	0	8
A125	N001	N8	N27	98.8	0	1000
A126	N001	N8	N35	2.37	0	9
A127	N001	N8	N50	1.4	0	6
A128	N001	N8	N51	3.16	0	8
A129	N001	N8	N32	1.78	0	8
A130	N001	N8	N28	0.5	0	7
A131	N001	N8	N32	0.72	0	8
A132	N001	N8	N39	2.31	0	6
