Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N82	41.98	0	1000
A1	N001	N0	N83	35.02	0	1000
A2	N001	N0	N84	45.32	0	1000
A3	N001	N0	N85	37.18	0	1000
A4	N001	N0	N86	40.88	0	1000
A5	N001	N0	N87	31.83	0	1000
A6	N001	N0	N88	41.26	0	1000
A7	N001	N0	N89	35.28	0	1000
A8	N001	N0	N90	47.44	0	1000
A9	N001	N0	N91	47.66	0	1000
A10	N001	N0	N92	30.97	0	1000
A11	N001	N0	N93	47.68	0	1000
A12	N001	N0	N94	47.47	0	1000
A13	N001	N0	N95	31.48	0	1000
A14	N001	N0	N96	45.81	0	1000
A15	N001	N0	N97	39.84	0	1000
A16	N001	N0	N98	44.82	0	1000
A17	N001	N0	N99	34.9	0	1000
A18	N001	N0	N100	47.42	0	1000
A19	N001	N0	N101	49.54	0	1000
A20	N001	N0	N102	32.58	0	1000
A21	N001	N0	N103	33.02	0	1000
A22	N001	N0	N104	37.91	0	1000
A23	N001	N0	N105	44.57	0	1000
A24	N001	N0	N106	34.45	0	1000
A25	N001	N0	N107	31.84	0	1000
A26	N001	N0	N108	35.01	0	1000
A27	N001	N0	N109	32.9	0	1000
A28	N001	N0	N110	32.63	0	1000
A29	N001	N0	N111	45.29	0	1000
A30	N001	N0	N112	37.2	0	1000
A31	N001	N0	N113	40.94	0	1000
A32	N001	N0	N114	41.98	0	1000
A33	N001	N0	N115	36.93	0	1000
A34	N001	N0	N116	31.22	0	1000
A35	N001	N0	N117	34.05	0	1000
A36	N001	N0	N118	46.19	0	1000
A37	N001	N0	N119	31.48	0	1000
A38	N001	N0	N120	44.45	0	1000
A39	N001	N0	N121	39.99	0	1000
A40	N001	N0	N122	40.98	0	1000
A41	N001	N0	N123	49.56	0	1000
A42	N001	N0	N124	38.21	0	1000
A43	N001	N0	N125	30.9	0	1000
A44	N001	N0	N126	31.98	0	1000
A45	N001	N0	N127	45.47	0	1000
A46	N001	N0	N128	34.2	0	1000
A47	N001	N0	N129	42.22	0	1000
A48	N001	N0	N130	30.34	0	1000
A49	N001	N0	N131	32.04	0	1000
A50	N001	N0	N132	46.38	0	1000
A51	N001	N0	N133	38.1	0	1000
A52	N001	N0	N134	37.9	0	1000
A53	N001	N0	N135	39.51	0	1000
A54	N001	N0	N136	32.95	0	1000
A55	N001	N0	N137	31.89	0	1000
A56	N001	N0	N138	35.47	0	1000
A57	N001	N0	N139	35.9	0	1000
A58	N001	N0	N140	49.17	0	1000
A59	N001	N0	N141	37.69	0	1000
A60	N001	N0	N142	42.91	0	1000
A61	N001	N0	N143	35.24	0	1000
A62	N001	N0	N144	30.74	0	1000
A63	N001	N0	N145	44.29	0	1000
A64	N001	N0	N146	47.47	0	1000
A65	N001	N0	N147	37.08	0	1000
A66	N001	N0	N148	49.53	0	1000
A67	N001	N0	N149	46.4	0	1000
A68	N001	N0	N150	38.33	0	1000
A69	N001	N0	N151	35.6	0	1000
A70	N001	N0	N152	38.83	0	1000
A71	N001	N0	N153	39.6	0	1000
A72	N001	N0	N154	39.44	0	1000
A73	N001	N0	N155	30.07	0	1000
A74	N001	N0	N156	43.45	0	1000
A75	N001	N0	N157	45.57	0	1000
A76	N001	N0	N158	40.2	0	1000
A77	N001	N0	N159	39.73	0	1000
A78	N001	N0	N160	31.73	0	1000
A79	N001	N0	N161	41.59	0	1000
A80	N001	N1	N81	170.58	0	1000
A81	N001	N1	N82	25.42	0	5
A82	N001	N1	N159	18.19	0	6
A83	N001	N1	N141	11.76	0	7
A84	N001	N1	N99	10.87	0	5
A85	N001	N1	N98	9.83	0	5
A86	N001	N1	N118	3.96	0	5
A87	N001	N1	N159	3.72	0	6
A88	N001	N1	N147	3.88	0	6
A89	N001	N1	N105	6.99	0	8
A90	N001	N1	N117	8.9	0	8
A91	N001	N1	N135	5.56	0	9
A92	N001	N1	N111	8.76	0	9
A93	N001	N1	N132	6.17	0	7
A94	N001	N1	N106	14.06	0	8
A95	N001	N1	N137	10.28	0	5
A96	N001	N1	N153	11.09	0	7
A97	N001	N1	N90	15.19	0	6
A98	N001	N1	N137	8.26	0	8
A99	N001	N1	N87	13.52	0	9
A100	N001	N1	N147	2.77	0	9
A101	N001	N1	N139	18.75	0	5
A102	N001	N1	N111	11.54	0	9
A103	N001	N1	N146	3.16	0	7
A104	N001	N1	N89	4.07	0	8
A105	N001	N1	N112	11.25	0	6
A106	N001	N1	N140	12.61	0	7
A107	N001	N1	N145	15.92	0	9
A108	N001	N1	N138	19.31	0	8
A109	N001	N1	N133	11.76	0	8
A110	N001	N1	N145	18.85	0	5
A111	N001	N1	N136	11.66	0	9
A112	N001	N1	N96	17.79	0	8
A113	N001	N1	N94	17.23	0	9
A114	N001	N1	N102	13.47	0	8
A115	N001	N1	N160	18.23	0	5
A116	N001	N1	N129	12.59	0	8
A117	N001	N1	N115	8.97	0	9
A118	N001	N1	N84	12.27	0	6
A119	N001	N1	N94	16.01	0	7
A120	N001	N1	N94	4.9	0	5
A121	N001	N1	N104	15.81	0	9
A122	N001	N1	N95	3.12	0	6
A123	N001	N1	N148	12.6	0	5
A124	N001	N1	N95	7.71	0	5
A125	N001	N2	N81	150.46	0	1000
A126	N001	N2	N83	30.06	0	5
A127	N001	N2	N124	15.09	0	9
A128	N001	N2	N87	18.97	0	9
A129	N001	N2	N129	14.42	0	8
A130	N001	N2	N86	0.43	0	8
A131	N001	N2	N129	16.06	0	6
A132	N001	N2	N160	19.2	0	7
A133	N001	N2	N122	9.12	0	9
A134	N001	N2	N159	13.7	0	8
A135	N001	N2	N128	18.48	0	8
A136	N001	N2	N108	17.5	0	5
A137	N001	N2	N98	14.22	0	9
A138	N001	N2	N140	4.73	0	5
A139	N001	N2	N150	4.58	0	7
A140	N001	N2	N158	1.98	0	8
A141	N001	N2	N156	17.95	0	6
A142	N001	N2	N149	13.04	0	6
A143	N001	N2	N114	0.07	0	8
A144	N001	N2	N143	12.7	0	8
A145	N001	N2	N108	13.26	0	9
A146	N001	N2	N107	8.52	0	5
A147	N001	N2	N117	10.74	0	5
A148	N001	N2	N127	2.46	0	6
A149	N001	N2	N147	11.49	0	6
A150	N001	N2	N100	10.65	0	9
A151	N001	N2	N82	3.25	0	7
A152	N001	N2	N97	2.13	0	5
A153	N001	N2	N153	18.29	0	9
A154	N001	N2	N106	18.69	0	5
A155	N001	N2	N100	5.07	0	5
A156	N001	N2	N103	0.24	0	8
A157	N001	N2	N137	1.59	0	7
A158	N001	N2	N86	6.15	0	7
A159	N001	N2	N135	15.54	0	8
A160	N001	N2	N116	1.89	0	5
A161	N001	N2	N159	17.4	0	8
A162	N001	N2	N139	10.9	0	8
A163	N001	N2	N89	17.05	0	5
A164	N001	N2	N121	11.45	0	7
A165	N001	N2	N160	0.59	0	7
A166	N001	N2	N160	7.02	0	7
A167	N001	N2	N141	18.65	0	9
A168	N001	N2	N159	2.21	0	7
A169	N001	N3	N81	183.01	0	1000
A170	N001	N3	N84	33.34	0	6
A171	N001	N3	N135	5.74	0	7
A172	N001	N3	N155	6.58	0	6
A173	N001	N3	N127	12.48	0	6
A174	N001	N3	N136	8.47	0	7
A175	N001	N3	N104	10.85	0	5
A176	N001	N3	N153	8.91	0	9
A177	N001	N3	N124	8.03	0	6
A178	N001	N3	N147	2.57	0	9
A179	N001	N3	N123	5.41	0	6
A180	N001	N3	N161	6.38	0	5
A181	N001	N3	N89	18.75	0	8
A182	N001	N3	N105	13.06	0	7
A183	N001	N3	N91	13.51	0	8
A184	N001	N3	N94	15.04	0	8
A185	N001	N3	N147	5.2	0	7
A186	N001	N3	N130	17.52	0	8
A187	N001	N3	N122	3.74	0	9
A188	N001	N3	N115	9.35	0	9
A189	N001	N3	N144	7.19	0	5
A190	N001	N3	N159	3.09	0	8
A191	N001	N3	N152	0.72	0	7
A192	N001	N3	N91	0.95	0	8
A193	N001	N3	N82	18.93	0	6
A194	N001	N3	N98	0.48	0	7
A195	N001	N3	N139	13.4	0	8
A196	N001	N3	N153	4.57	0	7
A197	N001	N3	N133	5.5	0	9
A198	N001	N3	N88	16.14	0	8
A199	N001	N3	N156	5.95	0	5
A200	N001	N3	N108	8.06	0	7
A201	N001	N3	N122	13.62	0	8
A202	N001	N3	N106	6.12	0	5
A203	N001	N4	N81	177.31	0	1000
A204	N001	N4	N85	26.61	0	5
A205	N001	N4	N89	6.55	0	8
A206	N001	N4	N156	10.76	0	5
A207	N001	N4	N103	0.84	0	9
A208	N001	N4	N108	1.41	0	7
A209	N001	N4	N133	3.21	0	9
A210	N001	N4	N121	15.9	0	9
A211	N001	N4	N136	17.8	0	6
A212	N001	N4	N109	0.48	0	7
A213	N001	N4	N121	9.93	0	6
A214	N001	N4	N105	0.31	0	5
A215	N001	N4	N147	19.57	0	9
A216	N001	N4	N116	15.84	0	5
A217	N001	N4	N131	4.11	0	6
A218	N001	N4	N114	7.23	0	9
A219	N001	N4	N90	15.87	0	9
A220	N001	N4	N104	13.49	0	8
A221	N001	N4	N130	19.42	0	9
A222	N001	N4	N149	11.23	0	8
