Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N24	3.42	0	1000
A1	N001	N0	N25	3.71	0	1000
A2	N001	N0	N26	3.22	0	1000
A3	N001	N0	N27	3.77	0	1000
A4	N001	N0	N28	4.94	0	1000
A5	N001	N0	N29	3.13	0	1000
A6	N001	N0	N30	3.55	0	1000
A7	N001	N0	N31	4.89	0	1000
A8	N001	N0	N32	3.6	0	1000
A9	N001	N0	N33	3.26	0	1000
A10	N001	N0	N34	3.89	0	1000
A11	N001	N0	N35	4.59	0	1000
A12	N001	N0	N36	3.8	0	1000
A13	N001	N0	N37	3.95	0	1000
A14	N001	N0	N38	3.25	0	1000
A15	N001	N0	N39	4.7	0	1000
A16	N001	N0	N40	3.84	0	1000
A17	N001	N0	N41	3.15	0	1000
A18	N001	N0	N42	3.5	0	1000
A19	N001	N0	N43	3.67	0	1000
A20	N001	N0	N44	3.31	0	1000
A21	N001	N0	N45	3.99	0	1000
A22	N001	N1	N23	65.7	0	1000
A23	N001	N1	N24	3.76	0	5
A24	N001	N1	N37	2.25	0	8
A25	N001	N1	N44	3.53	0	7
A26	N001	N1	N26	1.24	0	9
A27	N001	N1	N33	2.05	0	5
A28	N001	N1	N39	2.37	0	7
A29	N001	N1	N29	2.73	0	9
A30	N001	N1	N25	2.25	0	7
A31	N001	N1	N31	0.5	0	5
A32	N001	N2	N23	74.47	0	1000
A33	N001	N2	N25	2.14	0	8
A34	N001	N2	N27	3.77	0	8
A35	N001	N2	N31	2.3	0	5
A36	N001	N2	N43	0.58	0	9
A37	N001	N2	N27	3.41	0	9
A38	N001	N2	N32	1.99	0	9
A39	N001	N2	N42	1.19	0	9
A40	N001	N2	N38	1.99	0	8
A41	N001	N2	N36	3.52	0	8
A42	N001	N2	N29	0.03	0	9
A43	N001	N2	N35	1.75	0	9
A44	N001	N3	N23	56.06	0	1000
A45	N001	N3	N26	3.25	0	8
A46	N001	N3	N35	2.37	0	8
A47	N001	N3	N40	1.22	0	7
A48	N001	N3	N33	2.47	0	9
A49	N001	N3	N34	0.96	0	9
A50	N001	N3	N37	1.85	0	6
A51	N001	N3	N39	2.54	0	7
A52	N001	N3	N29	1.09	0	5
A53	N001	N3	N41	3.91	0	9
A54	N001	N3	N32	3.23	0	5
A55	N001	N4	N23	99.28	0	1000
