Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N92	32.56	0	1000
A1	N001	N0	N93	30.37	0	1000
A2	N001	N0	N94	39.2	0	1000
A3	N001	N0	N95	38.36	0	1000
A4	N001	N0	N96	48.65	0	1000
A5	N001	N0	N97	49.89	0	1000
A6	N001	N0	N98	34.12	0	1000
A7	N001	N0	N99	40.44	0	1000
A8	N001	N0	N100	39.08	0	1000
A9	N001	N0	N101	39.43	0	1000
A10	N001	N0	N102	36.22	0	1000
A11	N001	N0	N103	45.91	0	1000
A12	N001	N0	N104	42.52	0	1000
A13	N001	N0	N105	40.08	0	1000
A14	N001	N0	N106	32.68	0	1000
A15	N001	N0	N107	43.4	0	1000
A16	N001	N0	N108	32.52	0	1000
A17	N001	N0	N109	46.95	0	1000
A18	N001	N0	N110	46.55	0	1000
A19	N001	N0	N111	31.24	0	1000
A20	N001	N0	N112	41.35	0	1000
A21	N001	N0	N113	48.25	0	1000
A22	N001	N0	N114	33.06	0	1000
A23	N001	N0	N115	30.81	0	1000
A24	N001	N0	N116	34.61	0	1000
A25	N001	N0	N117	44.66	0	1000
A26	N001	N0	N118	37.27	0	1000
A27	N001	N0	N119	41.82	0	1000
A28	N001	N0	N120	31.91	0	1000
A29	N001	N0	N121	42.23	0	1000
A30	N001	N0	N122	37.23	0	1000
A31	N001	N0	N123	33.37	0	1000
A32	N001	N0	N124	33.51	0	1000
A33	N001	N0	N125	31.37	0	1000
A34	N001	N0	N126	47.53	0	1000
A35	N001	N0	N127	33.12	0	1000
A36	N001	N0	N128	35.35	0	1000
A37	N001	N0	N129	47.41	0	1000
A38	N001	N0	N130	37.81	0	1000
A39	N001	N0	N131	38.91	0	1000
A40	N001	N0	N132	35.54	0	1000
A41	N001	N0	N133	34.07	0	1000
A42	N001	N0	N134	47.54	0	1000
A43	N001	N0	N135	31.96	0	1000
A44	N001	N0	N136	34.44	0	1000
A45	N001	N0	N137	40.16	0	1000
A46	N001	N0	N138	34.24	0	1000
A47	N001	N0	N139	38.82	0	1000
A48	N001	N0	N140	47.18	0	1000
A49	N001	N0	N141	31.92	0	1000
A50	N001	N0	N142	35.43	0	1000
A51	N001	N0	N143	30.71	0	1000
A52	N001	N0	N144	42.79	0	1000
A53	N001	N0	N145	38.78	0	1000
A54	N001	N0	N146	36.75	0	1000
A55	N001	N0	N147	42.78	0	1000
A56	N001	N0	N148	37.12	0	1000
A57	N001	N0	N149	48.56	0	1000
A58	N001	N0	N150	37.93	0	1000
A59	N001	N0	N151	43.7	0	1000
A60	N001	N0	N152	38.36	0	1000
A61	N001	N0	N153	49.76	0	1000
A62	N001	N0	N154	36.62	0	1000
A63	N001	N0	N155	46.1	0	1000
A64	N001	N0	N156	33.05	0	1000
A65	N001	N0	N157	43.11	0	1000
A66	N001	N0	N158	45.99	0	1000
A67	N001	N0	N159	42.64	0	1000
A68	N001	N0	N160	48.54	0	1000
A69	N001	N0	N161	32.4	0	1000
A70	N001	N0	N162	46.09	0	1000
A71	N001	N0	N163	38.62	0	1000
A72	N001	N0	N164	33.08	0	1000
A73	N001	N0	N165	35.35	0	1000
A74	N001	N0	N166	41.3	0	1000
A75	N001	N0	N167	32.64	0	1000
A76	N001	N0	N168	39.04	0	1000
A77	N001	N0	N169	49.56	0	1000
A78	N001	N0	N170	36.71	0	1000
A79	N001	N0	N171	49.44	0	1000
A80	N001	N0	N172	36.4	0	1000
A81	N001	N0	N173	45.28	0	1000
A82	N001	N0	N174	34.67	0	1000
A83	N001	N0	N175	35.43	0	1000
A84	N001	N0	N176	43.83	0	1000
A85	N001	N0	N177	37.47	0	1000
A86	N001	N0	N178	49.38	0	1000
A87	N001	N0	N179	46.65	0	1000
A88	N001	N0	N180	43.09	0	1000
A89	N001	N0	N181	32.61	0	1000
A90	N001	N1	N91	162.17	0	1000
A91	N001	N1	N92	21.54	0	7
A92	N001	N1	N112	6.05	0	6
A93	N001	N1	N166	1.75	0	6
A94	N001	N1	N154	7.68	0	9
A95	N001	N1	N173	6.91	0	7
A96	N001	N1	N94	12.83	0	5
A97	N001	N1	N123	12.75	0	9
A98	N001	N1	N156	7.06	0	8
A99	N001	N1	N156	10.41	0	5
A100	N001	N1	N176	13.15	0	8
A101	N001	N1	N108	16.6	0	8
A102	N001	N1	N159	19.49	0	5
A103	N001	N1	N164	2.28	0	8
A104	N001	N1	N148	5.77	0	6
A105	N001	N1	N163	0.09	0	7
A106	N001	N1	N165	1.31	0	9
A107	N001	N1	N137	2.03	0	8
A108	N001	N1	N165	9.86	0	5
A109	N001	N1	N168	7.79	0	5
A110	N001	N1	N126	8.11	0	6
A111	N001	N1	N153	11.7	0	6
A112	N001	N1	N121	10.83	0	5
A113	N001	N1	N181	4.91	0	9
A114	N001	N1	N150	6.16	0	7
A115	N001	N1	N94	16.73	0	9
A116	N001	N1	N126	9.56	0	8
A117	N001	N1	N107	5.46	0	5
A118	N001	N1	N120	2.18	0	6
A119	N001	N1	N117	3.36	0	9
A120	N001	N1	N166	13.45	0	5
A121	N001	N1	N126	1.01	0	5
A122	N001	N1	N138	19.52	0	5
A123	N001	N1	N125	1.9	0	7
A124	N001	N1	N110	18.68	0	9
A125	N001	N1	N155	6.79	0	5
A126	N001	N1	N108	16.68	0	5
A127	N001	N1	N148	6.29	0	6
A128	N001	N1	N111	4.04	0	6
A129	N001	N1	N117	7.93	0	6
A130	N001	N2	N91	139.59	0	1000
A131	N001	N2	N93	22.28	0	5
A132	N001	N2	N164	18.36	0	5
A133	N001	N2	N119	15.53	0	6
A134	N001	N2	N177	7.28	0	8
A135	N001	N2	N125	11.64	0	7
A136	N001	N2	N172	13.64	0	5
A137	N001	N2	N163	2.1	0	8
A138	N001	N2	N116	3.22	0	8
A139	N001	N2	N151	1.41	0	7
A140	N001	N2	N116	4.57	0	6
A141	N001	N2	N106	5.99	0	9
A142	N001	N2	N150	18.29	0	6
A143	N001	N2	N166	19.19	0	5
A144	N001	N2	N92	19.37	0	7
A145	N001	N2	N128	1.27	0	8
A146	N001	N2	N166	5.85	0	5
A147	N001	N2	N149	14.0	0	7
A148	N001	N2	N106	10.95	0	9
A149	N001	N2	N179	4.12	0	7
A150	N001	N2	N125	16.32	0	5
A151	N001	N2	N180	17.17	0	9
A152	N001	N2	N94	19.94	0	5
