Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N42	44.97	0	1000
A1	N001	N0	N43	42.56	0	1000
A2	N001	N0	N44	41.53	0	1000
A3	N001	N0	N45	45.82	0	1000
A4	N001	N0	N46	42.73	0	1000
A5	N001	N0	N47	31.49	0	1000
A6	N001	N0	N48	37.88	0	1000
A7	N001	N0	N49	32.26	0	1000
A8	N001	N0	N50	47.35	0	1000
A9	N001	N0	N51	38.09	0	1000
A10	N001	N0	N52	32.83	0	1000
A11	N001	N0	N53	41.9	0	1000
A12	N001	N0	N54	37.39	0	1000
A13	N001	N0	N55	39.33	0	1000
A14	N001	N0	N56	47.75	0	1000
A15	N001	N0	N57	36.82	0	1000
A16	N001	N0	N58	37.05	0	1000
A17	N001	N0	N59	33.92	0	1000
A18	N001	N0	N60	42.26	0	1000
A19	N001	N0	N61	40.05	0	1000
A20	N001	N0	N62	37.1	0	1000
A21	N001	N0	N63	40.59	0	1000
A22	N001	N0	N64	45.47	0	1000
A23	N001	N0	N65	39.94	0	1000
A24	N001	N0	N66	31.12	0	1000
A25	N001	N0	N67	49.85	0	1000
A26	N001	N0	N68	40.86	0	1000
A27	N001	N0	N69	42.66	0	1000
A28	N001	N0	N70	48.46	0	1000
A29	N001	N0	N71	31.97	0	1000
A30	N001	N0	N72	47.38	0	1000
A31	N001	N0	N73	44.81	0	1000
A32	N001	N0	N74	37.28	0	1000
A33	N001	N0	N75	43.56	0	1000
A34	N001	N0	N76	43.31	0	1000
A35	N001	N0	N77	32.25	0	1000
A36	N001	N0	N78	32.01	0	1000
A37	N001	N0	N79	48.2	0	1000
A38	N001	N0	N80	41.34	0	1000
A39	N001	N0	N81	48.49	0	1000
A40	N001	N1	N41	186.99	0	1000
A41	N001	N1	N42	23.0	0	8
A42	N001	N1	N58	12.04	0	8
A43	N001	N1	N55	1.38	0	7
A44	N001	N1	N54	19.62	0	7
A45	N001	N1	N73	10.66	0	6
A46	N001	N1	N66	2.59	0	5
A47	N001	N1	N69	17.48	0	8
A48	N001	N1	N63	9.88	0	5
A49	N001	N1	N72	5.73	0	7
A50	N001	N1	N53	0.97	0	5
A51	N001	N1	N78	11.88	0	9
A52	N001	N1	N51	8.68	0	9
A53	N001	N1	N70	4.41	0	6
A54	N001	N1	N43	16.11	0	5
A55	N001	N1	N62	14.24	0	8
A56	N001	N1	N49	2.08	0	9
A57	N001	N1	N52	19.82	0	7
A58	N001	N1	N70	14.49	0	9
A59	N001	N1	N57	11.22	0	7
A60	N001	N2	N41	187.74	0	1000
A61	N001	N2	N43	23.76	0	8
A62	N001	N2	N58	1.02	0	7
A63	N001	N2	N69	2.44	0	6
A64	N001	N2	N47	5.81	0	5
A65	N001	N2	N67	13.77	0	8
A66	N001	N2	N42	1.76	0	5
A67	N001	N2	N70	17.37	0	6
A68	N001	N2	N58	1.34	0	6
A69	N001	N2	N57	18.13	0	9
A70	N001	N2	N69	2.01	0	5
A71	N001	N2	N72	19.22	0	5
A72	N001	N2	N56	6.57	0	8
A73	N001	N2	N58	5.96	0	7
A74	N001	N2	N44	13.18	0	9
A75	N001	N2	N59	0.35	0	6
A76	N001	N2	N78	9.13	0	5
A77	N001	N2	N80	3.89	0	8
A78	N001	N2	N54	10.18	0	6
A79	N001	N2	N61	6.44	0	8
A80	N001	N2	N81	12.37	0	8
A81	N001	N2	N50	2.62	0	9
A82	N001	N2	N76	5.41	0	9
A83	N001	N3	N41	176.86	0	1000
A84	N001	N3	N44	35.05	0	5
A85	N001	N3	N60	11.08	0	9
A86	N001	N3	N49	7.27	0	6
A87	N001	N3	N48	6.55	0	9
A88	N001	N3	N79	9.02	0	9
A89	N001	N3	N55	4.86	0	6
A90	N001	N3	N47	7.42	0	6
A91	N001	N3	N81	12.8	0	5
A92	N001	N3	N71	9.85	0	8
A93	N001	N3	N60	0.89	0	5
A94	N001	N3	N75	10.93	0	9
A95	N001	N3	N80	0.73	0	6
A96	N001	N3	N54	15.69	0	8
A97	N001	N3	N72	2.65	0	5
