Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N62	34.3	0	1000
A1	N001	N0	N63	49.79	0	1000
A2	N001	N0	N64	34.74	0	1000
A3	N001	N0	N65	38.59	0	1000
A4	N001	N0	N66	46.45	0	1000
A5	N001	N0	N67	46.23	0	1000
A6	N001	N0	N68	33.62	0	1000
A7	N001	N0	N69	34.86	0	1000
A8	N001	N0	N70	42.96	0	1000
A9	N001	N0	N71	48.82	0	1000
A10	N001	N0	N72	38.91	0	1000
A11	N001	N0	N73	32.6	0	1000
A12	N001	N0	N74	35.52	0	1000
A13	N001	N0	N75	33.06	0	1000
A14	N001	N0	N76	40.36	0	1000
A15	N001	N0	N77	43.88	0	1000
A16	N001	N0	N78	43.01	0	1000
A17	N001	N0	N79	43.67	0	1000
A18	N001	N0	N80	40.85	0	1000
A19	N001	N0	N81	33.41	0	1000
A20	N001	N0	N82	49.76	0	1000
A21	N001	N0	N83	41.32	0	1000
A22	N001	N0	N84	31.92	0	1000
A23	N001	N0	N85	42.53	0	1000
A24	N001	N0	N86	47.71	0	1000
A25	N001	N0	N87	35.46	0	1000
A26	N001	N0	N88	37.32	0	1000
A27	N001	N0	N89	40.8	0	1000
A28	N001	N0	N90	47.96	0	1000
A29	N001	N0	N91	32.29	0	1000
A30	N001	N0	N92	36.23	0	1000
A31	N001	N0	N93	48.64	0	1000
A32	N001	N0	N94	49.34	0	1000
A33	N001	N0	N95	36.94	0	1000
A34	N001	N0	N96	31.79	0	1000
A35	N001	N0	N97	39.05	0	1000
A36	N001	N0	N98	41.97	0	1000
A37	N001	N0	N99	31.98	0	1000
A38	N001	N0	N100	42.52	0	1000
A39	N001	N0	N101	32.85	0	1000
A40	N001	N0	N102	42.52	0	1000
A41	N001	N0	N103	30.39	0	1000
A42	N001	N0	N104	44.33	0	1000
A43	N001	N0	N105	32.75	0	1000
A44	N001	N0	N106	44.42	0	1000
A45	N001	N0	N107	30.81	0	1000
A46	N001	N0	N108	38.88	0	1000
A47	N001	N0	N109	34.48	0	1000
