Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N52	40.83	0	1000
A1	N001	N0	N53	38.79	0	1000
A2	N001	N0	N54	42.22	0	1000
A3	N001	N0	N55	36.51	0	1000
A4	N001	N0	N56	40.23	0	1000
A5	N001	N0	N57	38.84	0	1000
A6	N001	N0	N58	47.93	0	1000
A7	N001	N0	N59	31.86	0	1000
A8	N001	N0	N60	31.2	0	1000
A9	N001	N0	N61	46.64	0	1000
A10	N001	N0	N62	47.73	0	1000
A11	N001	N0	N63	44.56	0	1000
A12	N001	N0	N64	34.49	0	1000
A13	N001	N0	N65	34.07	0	1000
A14	N001	N0	N66	40.32	0	1000
A15	N001	N0	N67	35.6	0	1000
A16	N001	N0	N68	35.31	0	1000
A17	N001	N0	N69	41.27	0	1000
A18	N001	N0	N70	37.5	0	1000
A19	N001	N0	N71	34.95	0	1000
A20	N001	N0	N72	49.81	0	1000
A21	N001	N0	N73	45.81	0	1000
A22	N001	N0	N74	31.22	0	1000
A23	N001	N0	N75	30.62	0	1000
A24	N001	N0	N76	39.94	0	1000
A25	N001	N0	N77	34.67	0	1000
A26	N001	N0	N78	39.62	0	1000
A27	N001	N0	N79	41.68	0	1000
A28	N001	N0	N80	30.13	0	1000
A29	N001	N0	N81	46.47	0	1000
A30	N001	N0	N82	32.64	0	1000
A31	N001	N0	N83	30.98	0	1000
A32	N001	N0	N84	34.48	0	1000
A33	N001	N0	N85	30.26	0	1000
A34	N001	N0	N86	46.89	0	1000
A35	N001	N0	N87	49.03	0	1000
A36	N001	N0	N88	31.03	0	1000
A37	N001	N0	N89	44.35	0	1000
A38	N001	N0	N90	31.72	0	1000
A39	N001	N0	N91	43.99	0	1000
A40	N001	N0	N92	40.95	0	1000
A41	N001	N0	N93	33.52	0	1000
A42	N001	N0	N94	43.38	0	1000
A43	N001	N0	N95	44.06	0	1000
A44	N001	N0	N96	44.75	0	1000
A45	N001	N0	N97	36.35	0	1000
A46	N001	N0	N98	43.01	0	1000
A47	N001	N0	N99	38.9	0	1000
A48	N001	N0	N100	35.14	0	1000
A49	N001	N0	N101	45.63	0	1000
A50	N001	N1	N51	125.4	0	1000
A51	N001	N1	N52	24.14	0	9
A52	N001	N1	N97	19.2	0	6
A53	N001	N1	N95	17.57	0	5
A54	N001	N1	N54	14.88	0	7
A55	N001	N1	N88	11.0	0	9
A56	N001	N1	N73	14.11	0	6
A57	N001	N1	N93	12.02	0	5
A58	N001	N1	N91	10.92	0	7
A59	N001	N1	N60	10.76	0	6
A60	N001	N1	N63	12.25	0	7
A61	N001	N1	N57	7.32	0	6
A62	N001	N1	N96	7.24	0	7
A63	N001	N1	N83	10.01	0	7
A64	N001	N1	N68	8.87	0	9
A65	N001	N1	N96	13.96	0	8
A66	N001	N1	N54	12.45	0	8
A67	N001	N1	N73	5.41	0	8
A68	N001	N1	N73	11.12	0	8
A69	N001	N1	N56	2.85	0	6
A70	N001	N1	N60	12.2	0	9
A71	N001	N1	N61	0.45	0	7
A72	N001	N1	N96	6.52	0	9
A73	N001	N1	N90	9.66	0	8
A74	N001	N2	N51	189.23	0	1000
A75	N001	N2	N53	29.5	0	8
A76	N001	N2	N68	11.56	0	8
A77	N001	N2	N82	8.37	0	6
A78	N001	N2	N101	17.0	0	8
A79	N001	N2	N95	7.39	0	7
A80	N001	N2	N67	10.83	0	7
A81	N001	N2	N71	15.26	0	6
A82	N001	N2	N99	9.71	0	6
A83	N001	N2	N69	5.38	0	8
A84	N001	N2	N77	7.82	0	6
A85	N001	N2	N92	3.42	0	5
A86	N001	N2	N73	14.78	0	5
A87	N001	N2	N62	15.26	0	9
A88	N001	N2	N61	10.35	0	6
A89	N001	N2	N65	1.25	0	9
A90	N001	N2	N85	1.15	0	5
A91	N001	N2	N76	1.71	0	8
A92	N001	N2	N86	7.23	0	5
A93	N001	N2	N94	4.59	0	7
A94	N001	N2	N71	18.02	0	5
A95	N001	N2	N72	7.33	0	5
A96	N001	N2	N90	15.12	0	7
A97	N001	N3	N51	174.21	0	1000
A98	N001	N3	N54	24.61	0	7
A99	N001	N3	N65	19.91	0	6
A100	N001	N3	N92	9.67	0	7
A101	N001	N3	N66	13.32	0	7
A102	N001	N3	N60	19.0	0	9
A103	N001	N3	N70	19.61	0	6
A104	N001	N3	N85	18.41	0	5
A105	N001	N3	N84	11.5	0	8
A106	N001	N3	N101	3.6	0	5
A107	N001	N3	N69	9.38	0	9
A108	N001	N3	N78	7.56	0	8
A109	N001	N3	N62	16.49	0	5
