Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N52	33.12	0	1000
A1	N001	N0	N53	36.22	0	1000
A2	N001	N0	N54	31.97	0	1000
A3	N001	N0	N55	42.23	0	1000
A4	N001	N0	N56	49.69	0	1000
A5	N001	N0	N57	39.61	0	1000
A6	N001	N0	N58	31.81	0	1000
A7	N001	N0	N59	39.6	0	1000
A8	N001	N0	N60	47.52	0	1000
A9	N001	N0	N61	42.26	0	1000
A10	N001	N0	N62	38.61	0	1000
A11	N001	N0	N63	44.9	0	1000
A12	N001	N0	N64	32.87	0	1000
A13	N001	N0	N65	34.3	0	1000
A14	N001	N0	N66	36.31	0	1000
A15	N001	N0	N67	30.09	0	1000
A16	N001	N0	N68	47.19	0	1000
A17	N001	N0	N69	31.22	0	1000
A18	N001	N0	N70	32.08	0	1000
A19	N001	N0	N71	33.7	0	1000
A20	N001	N0	N72	31.58	0	1000
A21	N001	N0	N73	45.22	0	1000
A22	N001	N0	N74	38.2	0	1000
A23	N001	N0	N75	33.23	0	1000
A24	N001	N0	N76	31.8	0	1000
A25	N001	N0	N77	40.72	0	1000
A26	N001	N0	N78	33.35	0	1000
A27	N001	N0	N79	33.24	0	1000
A28	N001	N0	N80	45.06	0	1000
A29	N001	N0	N81	38.3	0	1000
A30	N001	N0	N82	36.63	0	1000
A31	N001	N0	N83	41.97	0	1000
A32	N001	N0	N84	30.45	0	1000
A33	N001	N0	N85	37.14	0	1000
A34	N001	N0	N86	34.36	0	1000
A35	N001	N0	N87	44.62	0	1000
A36	N001	N0	N88	43.83	0	1000
A37	N001	N0	N89	34.95	0	1000
A38	N001	N0	N90	35.59	0	1000
A39	N001	N0	N91	49.01	0	1000
A40	N001	N0	N92	34.83	0	1000
A41	N001	N0	N93	36.76	0	1000
A42	N001	N0	N94	35.44	0	1000
A43	N001	N0	N95	41.12	0	1000
A44	N001	N0	N96	38.85	0	1000
A45	N001	N0	N97	38.84	0	1000
A46	N001	N0	N98	37.22	0	1000
A47	N001	N0	N99	41.78	0	1000
A48	N001	N0	N100	30.01	0	1000
A49	N001	N0	N101	32.73	0	1000
A50	N001	N1	N51	170.51	0	1000
A51	N001	N1	N52	33.61	0	5
A52	N001	N1	N73	17.57	0	6
A53	N001	N1	N71	16.23	0	5
A54	N001	N1	N73	18.47	0	6
A55	N001	N1	N70	19.95	0	7
A56	N001	N1	N90	7.92	0	8
A57	N001	N1	N69	18.94	0	8
A58	N001	N1	N86	1.28	0	5
A59	N001	N1	N61	18.08	0	5
A60	N001	N1	N74	3.97	0	6
A61	N001	N1	N85	1.19	0	5
A62	N001	N1	N85	2.52	0	7
A63	N001	N1	N94	0.81	0	5
A64	N001	N1	N86	8.7	0	8
A65	N001	N1	N72	8.55	0	6
A66	N001	N1	N92	9.3	0	5
A67	N001	N1	N88	11.63	0	7
A68	N001	N1	N85	8.16	0	6
A69	N001	N1	N89	18.16	0	6
A70	N001	N1	N67	4.24	0	5
A71	N001	N1	N76	14.93	0	8
A72	N001	N1	N86	2.28	0	7
A73	N001	N1	N92	3.49	0	7
A74	N001	N2	N51	158.93	0	1000
A75	N001	N2	N53	27.09	0	6
A76	N001	N2	N93	12.17	0	5
A77	N001	N2	N89	14.22	0	5
A78	N001	N2	N57	7.95	0	6
A79	N001	N2	N98	1.73	0	6
A80	N001	N2	N65	16.53	0	9
A81	N001	N2	N82	12.69	0	6
A82	N001	N2	N100	19.63	0	6
A83	N001	N2	N98	4.1	0	7
A84	N001	N2	N68	13.43	0	9
A85	N001	N2	N93	10.14	0	8
A86	N001	N2	N98	6.48	0	9
A87	N001	N2	N64	19.08	0	8
A88	N001	N2	N96	18.36	0	7
A89	N001	N2	N89	17.09	0	5
A90	N001	N2	N93	7.24	0	5
A91	N001	N2	N69	18.0	0	6
A92	N001	N2	N71	15.77	0	5
A93	N001	N2	N60	19.86	0	9
A94	N001	N2	N89	17.16	0	5
A95	N001	N2	N56	14.88	0	7
A96	N001	N2	N95	19.39	0	7
A97	N001	N2	N89	15.23	0	7
A98	N001	N2	N81	13.64	0	6
A99	N001	N2	N72	8.42	0	6
A100	N001	N2	N60	0.97	0	5
A101	N001	N2	N73	14.31	0	7
A102	N001	N2	N73	16.86	0	8
A103	N001	N3	N51	162.97	0	1000
A104	N001	N3	N54	20.17	0	9
A105	N001	N3	N58	15.88	0	8
A106	N001	N3	N82	1.67	0	6
A107	N001	N3	N78	8.37	0	8
A108	N001	N3	N79	16.9	0	9
A109	N001	N3	N68	9.43	0	9
A110	N001	N3	N92	10.38	0	9
A111	N001	N3	N52	7.73	0	5
A112	N001	N3	N94	16.02	0	8
A113	N001	N3	N70	9.55	0	7
A114	N001	N3	N70	18.23	0	7
A115	N001	N3	N65	6.36	0	9
A116	N001	N3	N53	16.04	0	7
A117	N001	N3	N58	12.98	0	6
A118	N001	N3	N77	7.34	0	6
A119	N001	N3	N101	8.35	0	8
A120	N001	N3	N76	8.33	0	6
A121	N001	N3	N74	3.73	0	5
A122	N001	N3	N89	19.15	0	7
A123	N001	N3	N90	7.58	0	6
A124	N001	N3	N88	9.15	0	6
A125	N001	N3	N94	1.62	0	7
A126	N001	N3	N93	1.37	0	7
A127	N001	N3	N79	9.07	0	8
A128	N001	N4	N51	102.03	0	1000
A129	N001	N4	N55	37.59	0	9
A130	N001	N4	N59	18.29	0	6
A131	N001	N4	N84	3.19	0	7
A132	N001	N4	N80	11.23	0	6
A133	N001	N4	N56	13.28	0	5
A134	N001	N4	N69	6.94	0	9
A135	N001	N4	N83	17.84	0	7
A136	N001	N4	N66	19.73	0	9
A137	N001	N4	N52	1.03	0	6
A138	N001	N4	N74	7.46	0	5
A139	N001	N4	N59	14.73	0	7
A140	N001	N4	N74	6.2	0	9
A141	N001	N4	N88	11.07	0	6
A142	N001	N4	N65	1.63	0	9
A143	N001	N4	N91	7.87	0	5
A144	N001	N4	N71	13.48	0	8
A145	N001	N4	N88	2.15	0	8
A146	N001	N4	N101	17.29	0	7
A147	N001	N4	N67	9.06	0	7
A148	N001	N4	N59	6.18	0	8
A149	N001	N4	N56	12.74	0	7
A150	N001	N4	N59	7.23	0	6
A151	N001	N4	N92	6.17	0	5
A152	N001	N4	N77	19.66	0	6
A153	N001	N4	N59	19.65	0	9
A154	N001	N4	N80	15.12	0	7
A155	N001	N4	N88	11.97	0	6
A156	N001	N5	N51	104.94	0	1000
A157	N001	N5	N56	37.51	0	6
A158	N001	N5	N97	14.21	0	6
A159	N001	N5	N55	12.26	0	7
A160	N001	N5	N88	6.09	0	5
A161	N001	N5	N80	15.7	0	5
A162	N001	N5	N88	10.27	0	9
A163	N001	N5	N79	8.94	0	5
A164	N001	N5	N71	11.68	0	7
A165	N001	N5	N69	19.1	0	9
A166	N001	N5	N59	12.72	0	8
A167	N001	N5	N69	1.68	0	5
A168	N001	N5	N80	11.49	0	9
A169	N001	N5	N92	15.79	0	6
A170	N001	N5	N60	7.01	0	5
A171	N001	N5	N101	6.32	0	7
A172	N001	N5	N53	4.45	0	8
A173	N001	N5	N77	6.2	0	6
A174	N001	N5	N83	9.72	0	8
A175	N001	N5	N97	15.91	0	6
A176	N001	N5	N65	6.51	0	9
A177	N001	N5	N52	2.55	0	9
A178	N001	N5	N70	9.43	0	7
A179	N001	N5	N87	11.23	0	8
A180	N001	N5	N58	18.42	0	6
A181	N001	N5	N100	6.28	0	6
A182	N001	N5	N76	1.75	0	9
A183	N001	N5	N89	15.62	0	8
A184	N001	N5	N84	0.15	0	7
A185	N001	N5	N99	13.44	0	6
A186	N001	N6	N51	164.31	0	1000
A187	N001	N6	N57	23.06	0	8
A188	N001	N6	N89	4.95	0	7
A189	N001	N6	N78	3.7	0	9
A190	N001	N6	N80	10.95	0	7
A191	N001	N6	N55	11.72	0	9
A192	N001	N6	N69	9.91	0	5
A193	N001	N6	N76	19.39	0	6
A194	N001	N6	N84	15.56	0	8
A195	N001	N6	N69	11.04	0	6
A196	N001	N6	N61	15.78	0	6
A197	N001	N6	N63	16.76	0	5
A198	N001	N6	N78	10.02	0	7
A199	N001	N6	N63	8.85	0	7
A200	N001	N6	N75	0.45	0	9
A201	N001	N6	N60	7.26	0	6
A202	N001	N6	N54	10.36	0	6
A203	N001	N6	N63	16.57	0	5
A204	N001	N6	N53	8.01	0	7
A205	N001	N6	N90	14.3	0	5
A206	N001	N6	N56	0.96	0	7
A207	N001	N6	N60	16.62	0	5
A208	N001	N6	N75	8.16	0	6
A209	N001	N6	N89	0.6	0	5
A210	N001	N6	N95	10.33	0	6
A211	N001	N6	N94	8.21	0	7
A212	N001	N6	N99	9.62	0	5
A213	N001	N6	N87	0.29	0	8
A214	N001	N7	N51	186.31	0	1000
A215	N001	N7	N58	32.56	0	5
A216	N001	N7	N74	14.77	0	5
A217	N001	N7	N79	0.72	0	9
A218	N001	N7	N84	19.37	0	6
A219	N001	N7	N83	18.93	0	5
A220	N001	N7	N54	2.25	0	8
A221	N001	N7	N84	0.74	0	8
A222	N001	N7	N54	11.28	0	5
A223	N001	N7	N73	17.45	0	7
A224	N001	N7	N86	18.55	0	6
A225	N001	N7	N85	17.87	0	5
A226	N001	N7	N63	19.85	0	7
A227	N001	N7	N65	19.28	0	5
A228	N001	N7	N82	0.81	0	6
A229	N001	N7	N61	8.03	0	6
A230	N001	N7	N62	3.05	0	7
A231	N001	N7	N81	6.89	0	6
A232	N001	N7	N78	2.91	0	9
A233	N001	N7	N64	15.65	0	8
A234	N001	N7	N55	13.28	0	9
A235	N001	N7	N86	5.77	0	5
A236	N001	N7	N54	4.54	0	8
A237	N001	N8	N51	118.85	0	1000
A238	N001	N8	N59	23.43	0	6
A239	N001	N8	N87	10.94	0	8
A240	N001	N8	N58	3.91	0	8
A241	N001	N8	N73	10.99	0	7
A242	N001	N8	N75	2.6	0	8
A243	N001	N8	N79	8.2	0	7
A244	N001	N8	N92	10.61	0	5
A245	N001	N8	N79	1.93	0	7
A246	N001	N8	N77	18.27	0	5
A247	N001	N8	N52	17.26	0	6
A248	N001	N8	N98	11.73	0	6
A249	N001	N8	N67	7.12	0	9
A250	N001	N8	N65	17.56	0	6
A251	N001	N8	N90	17.7	0	8
A252	N001	N8	N80	12.86	0	8
A253	N001	N8	N85	13.86	0	7
A254	N001	N8	N70	0.78	0	9
A255	N001	N8	N87	5.06	0	6
A256	N001	N8	N86	11.41	0	6
A257	N001	N8	N76	2.3	0	5
A258	N001	N8	N97	16.28	0	5
A259	N001	N8	N90	10.72	0	6
A260	N001	N8	N71	3.32	0	8
A261	N001	N9	N51	162.72	0	1000
A262	N001	N9	N60	32.91	0	5
A263	N001	N9	N57	3.66	0	8
A264	N001	N9	N65	8.57	0	9
A265	N001	N9	N75	17.78	0	6
A266	N001	N9	N65	12.5	0	5
A267	N001	N9	N56	12.16	0	6
A268	N001	N9	N98	9.29	0	5
A269	N001	N9	N91	12.32	0	7
A270	N001	N9	N66	0.86	0	5
A271	N001	N9	N58	15.95	0	8
A272	N001	N9	N72	1.94	0	7
A273	N001	N9	N54	1.55	0	7
A274	N001	N9	N101	4.56	0	7
A275	N001	N9	N53	8.66	0	8
A276	N001	N9	N78	0.3	0	9
A277	N001	N9	N83	4.17	0	8
A278	N001	N9	N59	13.78	0	9
A279	N001	N9	N79	11.84	0	5
A280	N001	N9	N87	18.29	0	5
A281	N001	N9	N76	7.44	0	5
A282	N001	N9	N97	17.04	0	8
A283	N001	N9	N62	4.92	0	5
A284	N001	N9	N61	8.44	0	5
A285	N001	N9	N91	4.26	0	5
A286	N001	N9	N56	9.31	0	8
A287	N001	N9	N73	11.88	0	7
A288	N001	N9	N77	18.29	0	6
A289	N001	N9	N62	8.86	0	8
A290	N001	N9	N76	14.54	0	5
A291	N001	N9	N100	10.93	0	9
A292	N001	N10	N51	136.9	0	1000
A293	N001	N10	N61	21.28	0	6
A294	N001	N10	N68	3.82	0	7
A295	N001	N10	N80	3.13	0	7
A296	N001	N10	N99	1.66	0	7
A297	N001	N10	N90	17.97	0	5
A298	N001	N10	N57	4.85	0	9
A299	N001	N10	N75	3.46	0	9
A300	N001	N10	N89	4.6	0	7
A301	N001	N10	N78	1.9	0	8
A302	N001	N10	N89	12.4	0	5
A303	N001	N10	N96	13.47	0	7
A304	N001	N10	N57	15.13	0	8
A305	N001	N10	N86	9.32	0	9
A306	N001	N10	N63	10.15	0	6
A307	N001	N10	N91	7.92	0	9
A308	N001	N10	N75	9.36	0	5
A309	N001	N10	N91	11.42	0	5
A310	N001	N10	N67	2.73	0	6
A311	N001	N10	N62	14.83	0	9
A312	N001	N10	N68	8.06	0	8
A313	N001	N10	N70	2.58	0	5
A314	N001	N11	N51	135.55	0	1000
A315	N001	N11	N62	23.33	0	9
A316	N001	N11	N97	5.88	0	5
A317	N001	N11	N85	9.3	0	8
A318	N001	N11	N88	1.54	0	7
A319	N001	N11	N99	4.08	0	5
A320	N001	N11	N54	2.65	0	9
A321	N001	N11	N76	19.51	0	6
A322	N001	N11	N85	17.88	0	7
A323	N001	N11	N64	18.27	0	7
A324	N001	N11	N55	5.65	0	8
A325	N001	N11	N58	5.18	0	9
A326	N001	N11	N85	4.24	0	8
A327	N001	N11	N97	19.67	0	7
A328	N001	N11	N64	16.08	0	6
A329	N001	N11	N54	16.65	0	6
A330	N001	N11	N67	9.53	0	5
A331	N001	N11	N83	6.16	0	5
A332	N001	N11	N56	2.49	0	8
A333	N001	N11	N80	3.69	0	8
A334	N001	N11	N94	16.79	0	5
A335	N001	N11	N68	2.61	0	6
A336	N001	N11	N74	18.18	0	6
A337	N001	N11	N54	2.31	0	7
A338	N001	N11	N56	11.48	0	6
A339	N001	N12	N51	113.61	0	1000
A340	N001	N12	N63	29.54	0	9
A341	N001	N12	N78	7.58	0	5
A342	N001	N12	N89	2.02	0	5
A343	N001	N12	N100	17.62	0	8
A344	N001	N12	N92	18.13	0	8
A345	N001	N12	N55	7.05	0	8
A346	N001	N12	N56	9.3	0	5
A347	N001	N12	N94	8.7	0	9
A348	N001	N12	N73	0.61	0	9
A349	N001	N12	N58	15.5	0	9
A350	N001	N12	N98	14.52	0	5
A351	N001	N12	N73	11.99	0	9
A352	N001	N12	N101	15.95	0	8
A353	N001	N12	N97	9.5	0	7
A354	N001	N12	N84	19.72	0	7
A355	N001	N12	N82	0.38	0	7
A356	N001	N12	N77	0.86	0	9
A357	N001	N12	N56	18.02	0	8
A358	N001	N12	N95	9.33	0	7
A359	N001	N12	N60	3.38	0	9
A360	N001	N12	N76	5.56	0	5
A361	N001	N12	N74	2.99	0	5
A362	N001	N12	N97	17.85	0	8
A363	N001	N12	N52	8.62	0	6
A364	N001	N12	N71	14.82	0	6
A365	N001	N12	N86	6.61	0	7
A366	N001	N12	N74	11.29	0	6
A367	N001	N13	N51	106.16	0	1000
A368	N001	N13	N64	39.88	0	5
A369	N001	N13	N55	12.97	0	7
A370	N001	N13	N90	11.5	0	8
A371	N001	N13	N91	6.08	0	5
A372	N001	N13	N81	8.8	0	6
A373	N001	N13	N85	2.27	0	6
A374	N001	N13	N95	18.15	0	5
A375	N001	N13	N74	11.18	0	8
A376	N001	N13	N76	12.65	0	8
A377	N001	N13	N61	5.34	0	5
A378	N001	N13	N91	16.22	0	8
A379	N001	N13	N83	3.67	0	5
A380	N001	N13	N58	8.86	0	7
A381	N001	N13	N74	15.29	0	6
A382	N001	N13	N97	18.26	0	7
A383	N001	N13	N91	9.88	0	5
A384	N001	N13	N95	5.34	0	6
A385	N001	N13	N89	1.01	0	6
A386	N001	N13	N90	6.97	0	6
A387	N001	N13	N97	1.26	0	9
A388	N001	N13	N91	9.67	0	5
A389	N001	N13	N58	1.87	0	6
A390	N001	N13	N67	8.7	0	5
A391	N001	N13	N77	11.61	0	8
A392	N001	N13	N98	5.75	0	9
A393	N001	N13	N98	8.41	0	9
A394	N001	N13	N61	4.22	0	6
A395	N001	N13	N79	5.05	0	8
A396	N001	N14	N51	186.38	0	1000
A397	N001	N14	N65	32.44	0	5
A398	N001	N14	N79	3.79	0	9
A399	N001	N14	N61	15.19	0	9
A400	N001	N14	N64	19.0	0	7
A401	N001	N14	N66	8.39	0	5
