Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N92	34.47	0	1000
A1	N001	N0	N93	34.28	0	1000
A2	N001	N0	N94	41.33	0	1000
A3	N001	N0	N95	42.78	0	1000
A4	N001	N0	N96	33.18	0	1000
A5	N001	N0	N97	37.13	0	1000
A6	N001	N0	N98	49.25	0	1000
A7	N001	N0	N99	44.49	0	1000
A8	N001	N0	N100	41.55	0	1000
A9	N001	N0	N101	44.05	0	1000
A10	N001	N0	N102	38.43	0	1000
A11	N001	N0	N103	37.1	0	1000
A12	N001	N0	N104	41.41	0	1000
A13	N001	N0	N105	37.33	0	1000
A14	N001	N0	N106	36.24	0	1000
A15	N001	N0	N107	34.57	0	1000
A16	N001	N0	N108	41.78	0	1000
A17	N001	N0	N109	36.43	0	1000
A18	N001	N0	N110	36.46	0	1000
A19	N001	N0	N111	36.55	0	1000
A20	N001	N0	N112	49.81	0	1000
A21	N001	N0	N113	46.91	0	1000
A22	N001	N0	N114	48.06	0	1000
A23	N001	N0	N115	46.15	0	1000
A24	N001	N0	N116	34.56	0	1000
A25	N001	N0	N117	31.7	0	1000
A26	N001	N0	N118	38.39	0	1000
A27	N001	N0	N119	34.85	0	1000
A28	N001	N0	N120	31.45	0	1000
A29	N001	N0	N121	42.89	0	1000
A30	N001	N0	N122	36.11	0	1000
A31	N001	N0	N123	38.87	0	1000
A32	N001	N0	N124	32.07	0	1000
A33	N001	N0	N125	38.65	0	1000
A34	N001	N0	N126	31.89	0	1000
A35	N001	N0	N127	37.6	0	1000
A36	N001	N0	N128	37.96	0	1000
A37	N001	N0	N129	39.54	0	1000
A38	N001	N0	N130	36.09	0	1000
A39	N001	N0	N131	42.98	0	1000
A40	N001	N0	N132	30.13	0	1000
A41	N001	N0	N133	31.21	0	1000
A42	N001	N0	N134	41.81	0	1000
A43	N001	N0	N135	40.55	0	1000
A44	N001	N0	N136	36.27	0	1000
A45	N001	N0	N137	36.36	0	1000
A46	N001	N0	N138	38.9	0	1000
A47	N001	N0	N139	48.05	0	1000
A48	N001	N0	N140	46.95	0	1000
A49	N001	N0	N141	37.88	0	1000
A50	N001	N0	N142	49.91	0	1000
A51	N001	N0	N143	35.29	0	1000
A52	N001	N0	N144	38.68	0	1000
A53	N001	N0	N145	37.15	0	1000
A54	N001	N0	N146	32.66	0	1000
A55	N001	N0	N147	40.36	0	1000
A56	N001	N0	N148	47.04	0	1000
A57	N001	N0	N149	36.78	0	1000
A58	N001	N0	N150	35.56	0	1000
A59	N001	N0	N151	41.4	0	1000
A60	N001	N0	N152	36.17	0	1000
A61	N001	N0	N153	45.48	0	1000
A62	N001	N0	N154	41.69	0	1000
A63	N001	N0	N155	40.83	0	1000
A64	N001	N0	N156	32.49	0	1000
A65	N001	N0	N157	34.16	0	1000
A66	N001	N0	N158	35.72	0	1000
A67	N001	N0	N159	49.25	0	1000
A68	N001	N0	N160	49.52	0	1000
A69	N001	N0	N161	47.04	0	1000
A70	N001	N0	N162	33.4	0	1000
A71	N001	N0	N163	40.04	0	1000
A72	N001	N0	N164	48.96	0	1000
A73	N001	N0	N165	49.38	0	1000
A74	N001	N0	N166	47.92	0	1000
A75	N001	N0	N167	42.61	0	1000
A76	N001	N0	N168	38.16	0	1000
A77	N001	N0	N169	34.14	0	1000
A78	N001	N0	N170	49.42	0	1000
A79	N001	N0	N171	31.9	0	1000
A80	N001	N0	N172	38.6	0	1000
A81	N001	N0	N173	34.11	0	1000
A82	N001	N0	N174	44.57	0	1000
A83	N001	N0	N175	35.13	0	1000
A84	N001	N0	N176	31.5	0	1000
