Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N72	42.58	0	1000
A1	N001	N0	N73	39.75	0	1000
A2	N001	N0	N74	47.45	0	1000
A3	N001	N0	N75	39.96	0	1000
A4	N001	N0	N76	43.73	0	1000
A5	N001	N0	N77	32.47	0	1000
A6	N001	N0	N78	31.9	0	1000
A7	N001	N0	N79	36.5	0	1000
A8	N001	N0	N80	37.23	0	1000
A9	N001	N0	N81	41.57	0	1000
A10	N001	N0	N82	46.13	0	1000
A11	N001	N0	N83	31.48	0	1000
A12	N001	N0	N84	46.45	0	1000
A13	N001	N0	N85	30.86	0	1000
A14	N001	N0	N86	43.75	0	1000
A15	N001	N0	N87	49.12	0	1000
A16	N001	N0	N88	48.22	0	1000
A17	N001	N0	N89	49.5	0	1000
A18	N001	N0	N90	49.72	0	1000
A19	N001	N0	N91	34.77	0	1000
A20	N001	N0	N92	45.55	0	1000
A21	N001	N0	N93	46.41	0	1000
A22	N001	N0	N94	40.0	0	1000
A23	N001	N0	N95	31.93	0	1000
A24	N001	N0	N96	43.12	0	1000
A25	N001	N0	N97	45.12	0	1000
A26	N001	N0	N98	35.94	0	1000
A27	N001	N0	N99	35.32	0	1000
A28	N001	N0	N100	49.04	0	1000
A29	N001	N0	N101	42.09	0	1000
A30	N001	N0	N102	31.92	0	1000
A31	N001	N0	N103	48.04	0	1000
A32	N001	N0	N104	44.55	0	1000
A33	N001	N0	N105	30.97	0	1000
A34	N001	N0	N106	41.88	0	1000
A35	N001	N0	N107	41.99	0	1000
A36	N001	N0	N108	44.86	0	1000
A37	N001	N0	N109	43.28	0	1000
A38	N001	N0	N110	31.36	0	1000
A39	N001	N0	N111	30.35	0	1000
A40	N001	N0	N112	38.92	0	1000
A41	N001	N0	N113	32.1	0	1000
A42	N001	N0	N114	34.89	0	1000
A43	N001	N0	N115	48.38	0	1000
A44	N001	N0	N116	43.85	0	1000
A45	N001	N0	N117	49.36	0	1000
A46	N001	N0	N118	45.81	0	1000
A47	N001	N0	N119	44.76	0	1000
A48	N001	N0	N120	40.43	0	1000
A49	N001	N0	N121	39.79	0	1000
A50	N001	N0	N122	45.3	0	1000
A51	N001	N0	N123	49.17	0	1000
A52	N001	N0	N124	30.04	0	1000
A53	N001	N0	N125	34.81	0	1000
A54	N001	N0	N126	30.48	0	1000
A55	N001	N0	N127	44.11	0	1000
A56	N001	N0	N128	30.9	0	1000
A57	N001	N0	N129	38.41	0	1000
A58	N001	N0	N130	47.72	0	1000
A59	N001	N0	N131	48.94	0	1000
A60	N001	N0	N132	31.21	0	1000
A61	N001	N0	N133	33.38	0	1000
A62	N001	N0	N134	36.6	0	1000
A63	N001	N0	N135	42.29	0	1000
A64	N001	N0	N136	40.64	0	1000
A65	N001	N0	N137	41.51	0	1000
A66	N001	N0	N138	42.34	0	1000
A67	N001	N0	N139	45.41	0	1000
A68	N001	N0	N140	47.77	0	1000
A69	N001	N0	N141	43.8	0	1000
A70	N001	N1	N71	150.35	0	1000
A71	N001	N1	N72	33.53	0	7
A72	N001	N1	N82	4.69	0	8
A73	N001	N1	N108	9.5	0	9
A74	N001	N1	N118	5.08	0	8
A75	N001	N1	N73	10.05	0	7
A76	N001	N1	N99	18.62	0	9
A77	N001	N1	N131	12.59	0	6
A78	N001	N1	N129	14.24	0	9
A79	N001	N1	N99	4.68	0	9
A80	N001	N1	N85	13.64	0	5
A81	N001	N1	N81	9.69	0	5
A82	N001	N1	N113	4.45	0	6
A83	N001	N1	N137	18.59	0	6
A84	N001	N1	N88	9.57	0	5
A85	N001	N1	N111	18.91	0	7
A86	N001	N1	N83	11.44	0	6
A87	N001	N1	N130	4.17	0	8
A88	N001	N1	N82	2.88	0	6
A89	N001	N1	N89	15.05	0	5
A90	N001	N1	N97	0.37	0	7
A91	N001	N1	N138	15.85	0	7
A92	N001	N1	N127	7.89	0	7
A93	N001	N1	N81	16.92	0	7
A94	N001	N1	N118	6.12	0	8
A95	N001	N1	N105	5.48	0	5
A96	N001	N1	N115	7.94	0	9
A97	N001	N1	N111	10.66	0	8
A98	N001	N1	N131	13.55	0	9
A99	N001	N1	N120	15.53	0	8
A100	N001	N1	N117	11.19	0	8
A101	N001	N1	N114	2.15	0	7
A102	N001	N1	N118	8.51	0	9
A103	N001	N1	N80	10.82	0	5
A104	N001	N1	N120	8.42	0	9
A105	N001	N1	N98	9.64	0	5
A106	N001	N1	N104	7.6	0	8
A107	N001	N1	N109	4.37	0	7
A108	N001	N1	N121	8.02	0	5
A109	N001	N1	N99	3.84	0	7
A110	N001	N1	N137	17.46	0	6
A111	N001	N1	N120	16.92	0	9
A112	N001	N2	N71	134.61	0	1000
A113	N001	N2	N73	35.38	0	9
