Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N17	35.08	0	1000
A1	N001	N0	N18	35.26	0	1000
A2	N001	N0	N19	41.68	0	1000
A3	N001	N0	N20	32.29	0	1000
A4	N001	N0	N21	33.4	0	1000
A5	N001	N0	N22	43.04	0	1000
A6	N001	N0	N23	32.65	0	1000
A7	N001	N0	N24	48.82	0	1000
A8	N001	N0	N25	34.78	0	1000
A9	N001	N0	N26	43.13	0	1000
A10	N001	N0	N27	38.52	0	1000
A11	N001	N0	N28	43.92	0	1000
A12	N001	N0	N29	35.47	0	1000
A13	N001	N0	N30	37.4	0	1000
A14	N001	N0	N31	36.56	0	1000
A15	N001	N1	N16	183.76	0	1000
A16	N001	N1	N17	27.77	0	8
A17	N001	N1	N25	0.16	0	8
A18	N001	N1	N23	19.98	0	6
A19	N001	N1	N27	5.43	0	9
A20	N001	N1	N18	18.81	0	9
A21	N001	N1	N21	14.51	0	5
A22	N001	N1	N29	8.56	0	7
A23	N001	N1	N28	6.31	0	8
A24	N001	N1	N24	11.32	0	7
A25	N001	N2	N16	125.92	0	1000
A26	N001	N2	N18	37.14	0	9
A27	N001	N2	N26	10.71	0	7
A28	N001	N2	N21	8.04	0	9
A29	N001	N2	N30	17.67	0	6
A30	N001	N2	N28	17.34	0	9
A31	N001	N2	N26	8.58	0	7
A32	N001	N2	N24	12.4	0	6
A33	N001	N3	N16	160.32	0	1000
A34	N001	N3	N19	31.59	0	9
A35	N001	N3	N26	14.0	0	5
A36	N001	N3	N23	4.83	0	8
A37	N001	N3	N18	3.56	0	8
A38	N001	N3	N27	0.59	0	6
A39	N001	N3	N20	18.09	0	9
A40	N001	N3	N31	8.7	0	6
A41	N001	N4	N16	124.78	0	1000
A42	N001	N4	N20	24.48	0	8
A43	N001	N4	N23	4.66	0	5
A44	N001	N4	N19	9.59	0	7
A45	N001	N4	N22	14.06	0	8
A46	N001	N4	N29	17.49	0	5
A47	N001	N4	N27	6.13	0	7
A48	N001	N4	N22	14.66	0	8
A49	N001	N4	N24	1.82	0	7
A50	N001	N4	N31	11.85	0	7
A51	N001	N5	N16	144.47	0	1000
A52	N001	N5	N21	30.25	0	7
A53	N001	N5	N25	3.34	0	8
A54	N001	N5	N18	16.79	0	7
A55	N001	N5	N18	9.59	0	8
A56	N001	N5	N20	8.96	0	7
A57	N001	N5	N20	6.85	0	5
A58	N001	N5	N23	9.67	0	5
A59	N001	N5	N31	11.1	0	5
A60	N001	N5	N29	3.8	0	8
A61	N001	N6	N16	116.48	0	1000
A62	N001	N6	N22	24.5	0	9
A63	N001	N6	N30	3.06	0	6
A64	N001	N6	N30	4.79	0	8
A65	N001	N6	N24	5.68	0	9
A66	N001	N6	N31	6.87	0	5
A67	N001	N6	N21	6.09	0	7
A68	N001	N6	N19	16.18	0	7
A69	N001	N6	N26	3.06	0	9
A70	N001	N6	N31	9.66	0	6
A71	N001	N7	N16	118.72	0	1000
A72	N001	N7	N23	20.24	0	5
A73	N001	N7	N28	18.32	0	7
A74	N001	N7	N27	17.11	0	9
A75	N001	N7	N18	18.73	0	8
A76	N001	N7	N19	18.29	0	5
A77	N001	N7	N17	1.08	0	8
A78	N001	N7	N22	13.92	0	5
A79	N001	N7	N26	19.51	0	6
A80	N001	N8	N16	146.36	0	1000
A81	N001	N8	N24	25.14	0	5
A82	N001	N8	N25	0.25	0	9
A83	N001	N8	N20	12.9	0	7
A84	N001	N8	N17	6.74	0	8
A85	N001	N8	N29	2.71	0	6
A86	N001	N8	N20	16.25	0	9
A87	N001	N8	N22	11.2	0	6
A88	N001	N8	N19	4.57	0	6
A89	N001	N9	N16	189.74	0	1000
A90	N001	N9	N25	22.73	0	9
A91	N001	N9	N17	19.34	0	6
A92	N001	N9	N22	14.4	0	7
A93	N001	N9	N28	10.02	0	7
A94	N001	N9	N26	18.74	0	9
A95	N001	N9	N27	16.57	0	7
A96	N001	N9	N29	8.7	0	5
A97	N001	N10	N16	186.18	0	1000
A98	N001	N10	N26	27.6	0	6
A99	N001	N10	N19	0.5	0	5
A100	N001	N10	N31	7.6	0	8
A101	N001	N10	N24	2.66	0	9
A102	N001	N10	N28	10.59	0	9
A103	N001	N10	N22	6.49	0	6
A104	N001	N10	N25	3.61	0	7
A105	N001	N10	N29	4.13	0	8
A106	N001	N10	N30	5.7	0	6
A107	N001	N11	N16	124.33	0	1000
A108	N001	N11	N27	26.31	0	9
A109	N001	N11	N19	2.23	0	8
A110	N001	N11	N21	10.12	0	7
A111	N001	N11	N29	16.85	0	5
A112	N001	N11	N18	7.04	0	5
