Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N12	3.65	0	1000
A1	N001	N0	N13	4.58	0	1000
A2	N001	N0	N14	4.18	0	1000
A3	N001	N0	N15	3.29	0	1000
A4	N001	N0	N16	4.33	0	1000
A5	N001	N0	N17	4.09	0	1000
A6	N001	N0	N18	3.64	0	1000
A7	N001	N0	N19	4.14	0	1000
A8	N001	N0	N20	4.62	0	1000
A9	N001	N0	N21	4.04	0	1000
A10	N001	N1	N11	31.15	0	1000
A11	N001	N1	N12	3.57	0	3
A12	N001	N1	N17	1.67	0	4
A13	N001	N1	N21	1.99	0	6
A14	N001	N1	N21	1.01	0	6
A15	N001	N1	N13	0.61	0	4
A16	N001	N1	N13	0.37	0	3
A17	N001	N2	N11	40.09	0	1000
A18	N001	N2	N13	3.06	0	6
A19	N001	N2	N16	1.06	0	6
A20	N001	N2	N16	0.88	0	4
A21	N001	N2	N14	0.42	0	3
A22	N001	N2	N17	0.74	0	6
A23	N001	N2	N18	0.3	0	3
A24	N001	N3	N11	37.26	0	1000
A25	N001	N3	N14	2.17	0	3
A26	N001	N3	N16	1.69	0	3
A27	N001	N3	N21	1.48	0	5
A28	N001	N3	N15	0.6	0	6
A29	N001	N3	N20	1.57	0	4
A30	N001	N4	N11	45.84	0	1000
A31	N001	N4	N15	2.21	0	5
A32	N001	N4	N17	1.93	0	5
A33	N001	N4	N17	0.44	0	3
A34	N001	N4	N13	0.78	0	3
A35	N001	N4	N14	0.64	0	6
A36	N001	N5	N11	38.9	0	1000
A37	N001	N5	N16	2.11	0	5
A38	N001	N5	N19	1.45	0	3
A39	N001	N5	N18	1.88	0	4
A40	N001	N5	N15	0.4	0	5
A41	N001	N5	N20	0.06	0	6
A42	N001	N6	N11	46.34	0	1000
A43	N001	N6	N17	3.25	0	3
A44	N001	N6	N16	0.5	0	3
A45	N001	N6	N13	1.42	0	5
A46	N001	N6	N12	0.49	0	6
A47	N001	N6	N18	0.68	0	5
A48	N001	N7	N11	36.2	0	1000
A49	N001	N7	N18	3.74	0	5
A50	N001	N7	N17	1.58	0	4
A51	N001	N7	N17	0.69	0	4
A52	N001	N7	N12	1.84	0	5
A53	N001	N7	N14	0.83	0	4
A54	N001	N8	N11	30.21	0	1000
A55	N001	N8	N19	3.95	0	5
A56	N001	N8	N12	0.2	0	4
A57	N001	N8	N21	0.2	0	3
A58	N001	N8	N17	0.99	0	3
A59	N001	N8	N16	0.81	0	5
A60	N001	N9	N11	48.24	0	1000
A61	N001	N9	N20	3.12	0	3
A62	N001	N9	N21	1.14	0	6
A63	N001	N9	N17	1.27	0	6
A64	N001	N9	N16	1.97	0	6
A65	N001	N9	N16	0.67	0	5
A66	N001	N10	N11	43.82	0	1000
A67	N001	N10	N21	3.11	0	4
A68	N001	N10	N12	1.73	0	5
A69	N001	N10	N17	1.31	0	3
A70	N001	N10	N16	1.12	0	5
A71	N001	N10	N19	0.45	0	5
A72	N001	N10	N15	0.54	0	5
A73	N001	N11	N23	4.17	0	1000
A74	N001	N11	N24	3.07	0	1000
A75	N001	N11	N25	4.07	0	1000
A76	N001	N11	N26	3.14	0	1000
A77	N001	N11	N27	4.88	0	1000
A78	N001	N11	N28	3.09	0	1000
A79	N001	N11	N29	4.19	0	1000
A80	N001	N11	N30	4.15	0	1000
A81	N001	N11	N31	4.13	0	1000
A82	N001	N11	N32	3.51	0	1000
A83	N001	N12	N22	38.4	0	1000
A84	N001	N12	N23	2.53	0	3
A85	N001	N12	N27	0.13	0	5
A86	N001	N12	N32	1.07	0	6
A87	N001	N12	N27	0.07	0	5
A88	N001	N12	N26	0.27	0	6
A89	N001	N13	N22	37.84	0	1000
A90	N001	N13	N24	3.73	0	4
A91	N001	N13	N27	0.85	0	4
A92	N001	N13	N25	0.53	0	6
A93	N001	N13	N31	1.36	0	5
A94	N001	N13	N30	0.42	0	6
A95	N001	N13	N29	1.39	0	6
A96	N001	N14	N22	43.28	0	1000
A97	N001	N14	N25	3.6	0	3
A98	N001	N14	N26	1.2	0	5
A99	N001	N14	N29	0.23	0	5
A100	N001	N14	N28	1.69	0	4
A101	N001	N14	N24	0.21	0	5
A102	N001	N15	N22	48.32	0	1000
A103	N001	N15	N26	3.47	0	6
A104	N001	N15	N25	1.97	0	6
A105	N001	N15	N23	0.54	0	3
A106	N001	N15	N29	0.46	0	3
A107	N001	N15	N24	0.16	0	5
A108	N001	N15	N31	1.91	0	6
A109	N001	N16	N22	44.83	0	1000
A110	N001	N16	N27	3.0	0	3
A111	N001	N16	N32	0.4	0	6
A112	N001	N16	N32	1.74	0	3
A113	N001	N16	N26	1.94	0	6
A114	N001	N16	N32	1.84	0	6
A115	N001	N17	N22	32.45	0	1000
A116	N001	N17	N28	2.73	0	3
A117	N001	N17	N26	1.08	0	3
A118	N001	N17	N30	1.44	0	6
A119	N001	N17	N31	1.97	0	6
A120	N001	N17	N32	1.12	0	4
A121	N001	N17	N24	0.06	0	6
A122	N001	N18	N22	39.16	0	1000
A123	N001	N18	N29	2.3	0	6
A124	N001	N18	N27	0.72	0	4
A125	N001	N18	N26	1.88	0	3
A126	N001	N18	N24	0.48	0	5
A127	N001	N18	N30	1.65	0	3
A128	N001	N18	N32	0.99	0	5
A129	N001	N19	N22	41.12	0	1000
A130	N001	N19	N30	3.72	0	6
A131	N001	N19	N32	0.53	0	3
A132	N001	N19	N29	0.44	0	6
A133	N001	N19	N24	1.85	0	3
A134	N001	N19	N27	1.44	0	3
A135	N001	N20	N22	49.9	0	1000
A136	N001	N20	N31	3.61	0	4
A137	N001	N20	N25	1.28	0	6
A138	N001	N20	N23	1.58	0	5
A139	N001	N20	N25	1.72	0	4
A140	N001	N20	N26	1.15	0	3
A141	N001	N21	N22	39.24	0	1000
A142	N001	N21	N32	2.4	0	6
A143	N001	N21	N31	0.41	0	4
A144	N001	N21	N26	1.36	0	6
A145	N001	N21	N23	0.39	0	4
A146	N001	N21	N30	0.94	0	4
A147	N001	N21	N23	1.4	0	6
A148	N001	N22	N34	4.78	0	1000
A149	N001	N22	N35	4.88	0	1000
A150	N001	N22	N36	4.31	0	1000
A151	N001	N22	N37	4.61	0	1000
A152	N001	N22	N38	4.92	0	1000
A153	N001	N22	N39	4.31	0	1000
A154	N001	N22	N40	3.47	0	1000
A155	N001	N22	N41	3.81	0	1000
A156	N001	N22	N42	4.02	0	1000
A157	N001	N22	N43	3.68	0	1000
A158	N001	N23	N33	42.93	0	1000
A159	N001	N23	N34	3.88	0	6
A160	N001	N23	N41	1.33	0	5
A161	N001	N23	N39	0.93	0	3
A162	N001	N23	N35	1.23	0	4
A163	N001	N23	N38	0.08	0	6
A164	N001	N24	N33	37.14	0	1000
A165	N001	N24	N35	3.98	0	5
A166	N001	N24	N43	0.86	0	5
A167	N001	N24	N41	0.17	0	6
A168	N001	N24	N43	1.22	0	6
A169	N001	N24	N42	1.07	0	3
A170	N001	N24	N36	1.01	0	3
A171	N001	N25	N33	44.65	0	1000
A172	N001	N25	N36	2.48	0	4
A173	N001	N25	N38	0.49	0	5
A174	N001	N25	N41	0.95	0	5
A175	N001	N25	N34	0.63	0	5
A176	N001	N25	N39	0.41	0	4
A177	N001	N25	N39	0.69	0	5
A178	N001	N26	N33	35.67	0	1000
A179	N001	N26	N37	3.63	0	5
A180	N001	N26	N36	1.57	0	6
A181	N001	N26	N39	1.73	0	4
A182	N001	N26	N35	1.61	0	3
A183	N001	N26	N41	1.56	0	6
A184	N001	N27	N33	35.92	0	1000
A185	N001	N27	N38	3.09	0	3
A186	N001	N27	N36	1.59	0	3
A187	N001	N27	N36	0.37	0	6
A188	N001	N27	N36	1.83	0	3
A189	N001	N27	N34	1.45	0	6
A190	N001	N27	N35	0.39	0	3
A191	N001	N28	N33	36.04	0	1000
A192	N001	N28	N39	2.58	0	3
A193	N001	N28	N35	1.38	0	4
A194	N001	N28	N36	0.35	0	4
A195	N001	N28	N40	1.69	0	3
A196	N001	N28	N34	1.66	0	6
A197	N001	N29	N33	30.48	0	1000
A198	N001	N29	N40	3.08	0	4
A199	N001	N29	N43	0.82	0	5
A200	N001	N29	N38	1.83	0	6
A201	N001	N29	N43	1.27	0	6
A202	N001	N29	N35	1.4	0	4
A203	N001	N30	N33	47.55	0	1000
A204	N001	N30	N41	3.77	0	5
A205	N001	N30	N36	1.59	0	6
A206	N001	N30	N40	0.56	0	3
A207	N001	N30	N38	0.3	0	3
A208	N001	N30	N40	1.76	0	6
A209	N001	N30	N43	1.65	0	5
A210	N001	N31	N33	41.35	0	1000
A211	N001	N31	N42	3.05	0	5
A212	N001	N31	N36	1.15	0	5
A213	N001	N31	N43	0.2	0	3
A214	N001	N31	N40	1.44	0	5
A215	N001	N31	N38	0.02	0	6
A216	N001	N31	N34	1.21	0	6
A217	N001	N32	N33	30.01	0	1000
A218	N001	N32	N43	3.72	0	4
A219	N001	N32	N36	0.82	0	6
A220	N001	N32	N42	1.93	0	3
A221	N001	N32	N34	1.13	0	4
A222	N001	N32	N42	0.56	0	6
