Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N22	3.6	0	1000
A1	N001	N0	N23	3.69	0	1000
A2	N001	N0	N24	3.13	0	1000
A3	N001	N0	N25	3.84	0	1000
A4	N001	N0	N26	3.25	0	1000
A5	N001	N0	N27	4.25	0	1000
A6	N001	N0	N28	3.14	0	1000
A7	N001	N0	N29	3.83	0	1000
A8	N001	N0	N30	4.58	0	1000
A9	N001	N0	N31	3.04	0	1000
A10	N001	N0	N32	4.26	0	1000
A11	N001	N0	N33	4.74	0	1000
A12	N001	N0	N34	3.4	0	1000
A13	N001	N0	N35	3.91	0	1000
A14	N001	N0	N36	3.8	0	1000
A15	N001	N0	N37	3.66	0	1000
A16	N001	N0	N38	4.48	0	1000
A17	N001	N0	N39	3.38	0	1000
A18	N001	N0	N40	4.06	0	1000
A19	N001	N0	N41	3.86	0	1000
A20	N001	N1	N21	31.32	0	1000
A21	N001	N1	N22	2.01	0	6
A22	N001	N1	N37	1.05	0	4
A23	N001	N1	N31	1.57	0	4
A24	N001	N1	N32	0.32	0	3
A25	N001	N1	N26	1.33	0	6
A26	N001	N1	N29	0.06	0	6
A27	N001	N1	N24	1.31	0	3
A28	N001	N1	N33	1.57	0	3
A29	N001	N1	N32	1.11	0	5
A30	N001	N2	N21	45.4	0	1000
A31	N001	N2	N23	2.34	0	6
A32	N001	N2	N31	1.29	0	6
A33	N001	N2	N32	0.75	0	5
A34	N001	N2	N28	1.3	0	3
A35	N001	N2	N37	0.69	0	3
A36	N001	N2	N27	1.12	0	5
A37	N001	N2	N30	1.47	0	6
A38	N001	N2	N34	1.72	0	3
A39	N001	N2	N26	0.11	0	3
A40	N001	N2	N31	0.83	0	3
A41	N001	N2	N33	0.13	0	4
A42	N001	N2	N36	1.52	0	5
A43	N001	N3	N21	35.86	0	1000
A44	N001	N3	N24	3.99	0	4
A45	N001	N3	N36	0.65	0	3
A46	N001	N3	N25	0.9	0	4
A47	N001	N3	N36	0.1	0	3
A48	N001	N3	N33	0.33	0	5
A49	N001	N3	N25	0.91	0	5
A50	N001	N3	N30	0.24	0	4
A51	N001	N3	N32	0.41	0	3
A52	N001	N3	N33	0.15	0	5
A53	N001	N4	N21	49.33	0	1000
A54	N001	N4	N25	2.87	0	5
A55	N001	N4	N41	0.44	0	4
A56	N001	N4	N27	1.76	0	3
A57	N001	N4	N27	0.92	0	4
A58	N001	N4	N41	1.92	0	3
A59	N001	N4	N31	1.68	0	3
A60	N001	N4	N30	1.78	0	4
A61	N001	N4	N33	1.36	0	4
A62	N001	N4	N23	0.15	0	3
A63	N001	N4	N22	0.84	0	3
A64	N001	N4	N24	1.31	0	4
A65	N001	N4	N31	0.27	0	4
A66	N001	N5	N21	38.78	0	1000
A67	N001	N5	N26	2.34	0	6
A68	N001	N5	N23	1.23	0	5
A69	N001	N5	N22	0.95	0	6
A70	N001	N5	N24	0.64	0	5
A71	N001	N5	N28	1.8	0	6
A72	N001	N5	N33	0.61	0	4
A73	N001	N5	N23	1.44	0	4
A74	N001	N5	N40	1.22	0	3
A75	N001	N5	N22	0.61	0	4
A76	N001	N5	N36	0.93	0	5
A77	N001	N6	N21	36.44	0	1000
A78	N001	N6	N27	3.88	0	3
A79	N001	N6	N38	1.04	0	6
A80	N001	N6	N36	0.48	0	3
A81	N001	N6	N23	0.36	0	3
A82	N001	N6	N36	0.05	0	3
A83	N001	N6	N39	1.24	0	6
A84	N001	N6	N24	0.89	0	4
A85	N001	N6	N29	1.22	0	3
A86	N001	N6	N24	1.65	0	6
A87	N001	N6	N37	1.01	0	4
A88	N001	N6	N34	0.6	0	5
A89	N001	N7	N21	37.67	0	1000
A90	N001	N7	N28	3.4	0	4
A91	N001	N7	N24	1.81	0	4
A92	N001	N7	N39	0.49	0	6
A93	N001	N7	N30	0.36	0	5
A94	N001	N7	N29	0.27	0	3
A95	N001	N7	N33	1.68	0	5
