Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N16	30.35	0	1000
A1	N001	N0	N17	43.78	0	1000
A2	N001	N0	N18	33.97	0	1000
A3	N001	N0	N19	45.84	0	1000
A4	N001	N0	N20	32.06	0	1000
A5	N001	N0	N21	39.22	0	1000
A6	N001	N0	N22	41.23	0	1000
A7	N001	N0	N23	33.63	0	1000
A8	N001	N0	N24	38.23	0	1000
A9	N001	N0	N25	46.21	0	1000
A10	N001	N0	N26	41.13	0	1000
A11	N001	N0	N27	49.58	0	1000
A12	N001	N0	N28	46.58	0	1000
A13	N001	N0	N29	38.95	0	1000
A14	N001	N1	N15	189.58	0	1000
A15	N001	N1	N16	38.93	0	8
A16	N001	N1	N21	4.13	0	5
A17	N001	N1	N25	14.96	0	8
A18	N001	N1	N28	7.85	0	5
A19	N001	N1	N24	4.89	0	7
A20	N001	N1	N23	14.44	0	9
A21	N001	N1	N27	6.1	0	9
A22	N001	N1	N18	16.19	0	6
A23	N001	N2	N15	136.84	0	1000
A24	N001	N2	N17	24.93	0	7
A25	N001	N2	N29	17.04	0	8
A26	N001	N2	N18	5.97	0	9
A27	N001	N2	N22	7.85	0	8
A28	N001	N2	N25	8.93	0	9
A29	N001	N2	N20	19.61	0	5
A30	N001	N2	N18	9.86	0	9
A31	N001	N2	N18	17.87	0	8
A32	N001	N2	N18	6.48	0	5
A33	N001	N3	N15	172.52	0	1000
A34	N001	N3	N18	33.86	0	5
A35	N001	N3	N19	16.66	0	9
A36	N001	N3	N28	5.8	0	7
A37	N001	N3	N23	16.33	0	8
A38	N001	N3	N20	9.92	0	7
A39	N001	N3	N25	12.7	0	7
A40	N001	N3	N25	2.78	0	6
A41	N001	N3	N20	1.11	0	5
A42	N001	N4	N15	198.73	0	1000
A43	N001	N4	N19	33.01	0	9
A44	N001	N4	N17	17.87	0	7
A45	N001	N4	N20	1.13	0	7
A46	N001	N4	N22	2.86	0	5
A47	N001	N4	N16	18.32	0	7
A48	N001	N4	N29	14.64	0	9
A49	N001	N4	N17	11.84	0	7
A50	N001	N4	N25	17.95	0	5
A51	N001	N5	N15	148.51	0	1000
A52	N001	N5	N20	30.93	0	8
A53	N001	N5	N29	3.75	0	8
A54	N001	N5	N19	14.64	0	8
A55	N001	N5	N16	9.43	0	7
A56	N001	N5	N17	19.07	0	7
A57	N001	N5	N29	16.21	0	8
A58	N001	N6	N15	192.48	0	1000
A59	N001	N6	N21	29.62	0	8
A60	N001	N6	N26	8.22	0	8
A61	N001	N6	N19	12.76	0	9
A62	N001	N6	N19	6.32	0	6
A63	N001	N6	N19	17.24	0	7
