Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N18	4.83	0	1000
A1	N001	N0	N19	4.85	0	1000
A2	N001	N0	N20	3.77	0	1000
A3	N001	N0	N21	3.6	0	1000
A4	N001	N0	N22	4.92	0	1000
A5	N001	N0	N23	4.23	0	1000
A6	N001	N0	N24	3.3	0	1000
A7	N001	N0	N25	4.16	0	1000
A8	N001	N0	N26	4.94	0	1000
A9	N001	N0	N27	3.38	0	1000
A10	N001	N0	N28	3.07	0	1000
A11	N001	N0	N29	3.68	0	1000
A12	N001	N0	N30	4.69	0	1000
A13	N001	N0	N31	3.7	0	1000
A14	N001	N0	N32	3.71	0	1000
A15	N001	N0	N33	3.09	0	1000
A16	N001	N1	N17	41.06	0	1000
A17	N001	N1	N18	2.74	0	6
A18	N001	N1	N19	1.53	0	6
A19	N001	N1	N19	1.75	0	6
A20	N001	N1	N29	1.51	0	5
A21	N001	N1	N22	1.34	0	3
A22	N001	N1	N22	0.66	0	4
A23	N001	N1	N28	1.49	0	6
A24	N001	N1	N21	0.59	0	3
A25	N001	N2	N17	42.8	0	1000
A26	N001	N2	N19	3.16	0	3
A27	N001	N2	N28	0.67	0	6
A28	N001	N2	N25	1.04	0	3
A29	N001	N2	N21	0.79	0	5
A30	N001	N2	N20	1.36	0	3
A31	N001	N2	N31	0.61	0	6
A32	N001	N2	N27	1.62	0	3
A33	N001	N3	N17	32.56	0	1000
A34	N001	N3	N20	3.92	0	6
A35	N001	N3	N25	1.93	0	5
A36	N001	N3	N31	0.78	0	5
A37	N001	N3	N29	0.54	0	3
A38	N001	N3	N23	1.59	0	6
A39	N001	N3	N26	0.33	0	3
A40	N001	N3	N28	1.61	0	5
A41	N001	N3	N19	0.92	0	3
A42	N001	N3	N23	1.06	0	4
A43	N001	N3	N27	1.61	0	3
A44	N001	N4	N17	34.11	0	1000
A45	N001	N4	N21	2.82	0	3
A46	N001	N4	N26	0.78	0	5
A47	N001	N4	N33	1.61	0	6
A48	N001	N4	N25	0.68	0	5
A49	N001	N4	N30	1.21	0	6
A50	N001	N4	N29	1.54	0	5
A51	N001	N4	N30	1.0	0	6
A52	N001	N4	N24	1.73	0	6
A53	N001	N4	N31	1.25	0	4
A54	N001	N5	N17	48.46	0	1000
A55	N001	N5	N22	2.5	0	6
A56	N001	N5	N21	0.84	0	5
A57	N001	N5	N30	0.48	0	4
A58	N001	N5	N28	0.65	0	6
A59	N001	N5	N19	0.16	0	5
A60	N001	N5	N24	0.62	0	6
A61	N001	N5	N20	0.64	0	6
A62	N001	N5	N27	0.49	0	6
A63	N001	N6	N17	49.04	0	1000
A64	N001	N6	N23	3.39	0	6
A65	N001	N6	N21	1.4	0	5
A66	N001	N6	N26	0.83	0	3
A67	N001	N6	N21	1.18	0	5
A68	N001	N6	N27	0.65	0	4
A69	N001	N6	N18	0.99	0	4
A70	N001	N6	N22	0.87	0	6
A71	N001	N6	N25	1.1	0	6
A72	N001	N6	N27	1.21	0	6
A73	N001	N7	N17	32.35	0	1000
A74	N001	N7	N24	3.28	0	6
A75	N001	N7	N26	0.2	0	5
A76	N001	N7	N29	1.55	0	3
A77	N001	N7	N18	0.84	0	3
A78	N001	N7	N28	1.98	0	4
A79	N001	N7	N30	1.83	0	4
A80	N001	N7	N20	0.37	0	4
A81	N001	N7	N26	0.51	0	3
A82	N001	N8	N17	34.4	0	1000
A83	N001	N8	N25	2.28	0	3
A84	N001	N8	N22	0.49	0	6
A85	N001	N8	N20	1.92	0	6
A86	N001	N8	N24	0.94	0	4
A87	N001	N8	N19	1.42	0	6
A88	N001	N8	N19	1.17	0	4
A89	N001	N8	N27	0.25	0	5
A90	N001	N8	N19	0.8	0	3
A91	N001	N8	N31	0.49	0	4
A92	N001	N8	N26	0.27	0	6
A93	N001	N9	N17	32.2	0	1000
A94	N001	N9	N26	3.89	0	3
A95	N001	N9	N33	0.67	0	6
A96	N001	N9	N19	1.69	0	4
A97	N001	N9	N18	0.31	0	4
A98	N001	N9	N29	0.24	0	3
A99	N001	N9	N28	1.22	0	4
A100	N001	N9	N33	0.49	0	3
A101	N001	N9	N33	1.42	0	4
A102	N001	N9	N33	1.86	0	5
A103	N001	N9	N21	1.84	0	4
A104	N001	N10	N17	33.95	0	1000
A105	N001	N10	N27	2.06	0	5
A106	N001	N10	N22	0.53	0	6
A107	N001	N10	N22	0.11	0	6
A108	N001	N10	N29	0.46	0	4
A109	N001	N10	N31	1.55	0	6
A110	N001	N10	N29	0.04	0	6
A111	N001	N10	N28	1.71	0	6
A112	N001	N10	N19	0.37	0	5
A113	N001	N11	N17	35.41	0	1000
A114	N001	N11	N28	3.82	0	6
A115	N001	N11	N24	0.47	0	6
A116	N001	N11	N22	0.96	0	5
A117	N001	N11	N23	1.28	0	4
A118	N001	N11	N25	1.41	0	6
A119	N001	N11	N26	1.71	0	6
A120	N001	N11	N20	0.47	0	3
A121	N001	N11	N19	1.5	0	3
A122	N001	N12	N17	42.86	0	1000
A123	N001	N12	N29	2.89	0	6
A124	N001	N12	N25	0.62	0	3
A125	N001	N12	N25	0.15	0	4
A126	N001	N12	N23	0.11	0	3
A127	N001	N12	N26	0.07	0	5
A128	N001	N12	N24	0.52	0	3
A129	N001	N12	N28	0.13	0	4
A130	N001	N12	N30	0.71	0	3
A131	N001	N12	N18	0.94	0	3
A132	N001	N12	N24	0.74	0	4
A133	N001	N13	N17	39.22	0	1000
A134	N001	N13	N30	2.41	0	5
A135	N001	N13	N25	1.25	0	4
A136	N001	N13	N25	0.34	0	3
A137	N001	N13	N33	1.03	0	5
A138	N001	N13	N20	0.41	0	3
A139	N001	N13	N21	0.54	0	6
A140	N001	N13	N29	1.97	0	5
A141	N001	N14	N17	34.85	0	1000
A142	N001	N14	N31	3.21	0	6
A143	N001	N14	N24	1.69	0	5
A144	N001	N14	N33	0.61	0	6
A145	N001	N14	N32	1.93	0	4
A146	N001	N14	N33	0.16	0	3
A147	N001	N14	N27	1.72	0	5
A148	N001	N14	N33	0.3	0	5
A149	N001	N14	N33	1.91	0	4
A150	N001	N14	N26	1.52	0	5
A151	N001	N14	N30	0.48	0	4
A152	N001	N15	N17	31.12	0	1000
A153	N001	N15	N32	3.5	0	6
A154	N001	N15	N21	0.67	0	5
A155	N001	N15	N25	1.77	0	5
A156	N001	N15	N28	1.09	0	5
A157	N001	N15	N19	0.13	0	4
A158	N001	N15	N31	1.54	0	6
A159	N001	N15	N30	1.19	0	5
A160	N001	N15	N31	0.38	0	4
A161	N001	N16	N17	41.29	0	1000
A162	N001	N16	N33	2.71	0	4
A163	N001	N16	N32	0.74	0	3
A164	N001	N16	N20	1.33	0	6
A165	N001	N16	N27	1.85	0	3
A166	N001	N16	N22	1.61	0	6
A167	N001	N16	N29	1.48	0	3
A168	N001	N16	N25	0.19	0	6
A169	N001	N16	N20	0.86	0	5
A170	N001	N16	N25	0.81	0	5
A171	N001	N16	N27	0.3	0	3
A172	N001	N17	N35	3.18	0	1000
A173	N001	N17	N36	3.1	0	1000
A174	N001	N17	N37	3.16	0	1000
A175	N001	N17	N38	3.96	0	1000
A176	N001	N17	N39	4.25	0	1000
A177	N001	N17	N40	3.56	0	1000
A178	N001	N17	N41	4.45	0	1000
A179	N001	N17	N42	4.18	0	1000
A180	N001	N17	N43	4.4	0	1000
A181	N001	N17	N44	3.78	0	1000
A182	N001	N17	N45	3.5	0	1000
A183	N001	N17	N46	3.55	0	1000
A184	N001	N17	N47	3.03	0	1000
A185	N001	N17	N48	3.34	0	1000
A186	N001	N17	N49	4.29	0	1000
A187	N001	N17	N50	4.58	0	1000
A188	N001	N18	N34	43.75	0	1000
A189	N001	N18	N35	3.87	0	3
A190	N001	N18	N45	1.46	0	5
A191	N001	N18	N46	1.74	0	5
A192	N001	N18	N41	1.69	0	5
A193	N001	N18	N36	0.5	0	5
A194	N001	N18	N49	0.23	0	5
A195	N001	N18	N47	1.67	0	4
A196	N001	N18	N45	1.49	0	6
A197	N001	N19	N34	45.93	0	1000
A198	N001	N19	N36	3.36	0	6
A199	N001	N19	N44	1.86	0	4
A200	N001	N19	N49	1.63	0	4
A201	N001	N19	N45	1.38	0	5
A202	N001	N19	N47	0.58	0	3
A203	N001	N19	N45	1.21	0	5
