Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N14	4.54	0	1000
A1	N001	N0	N15	3.43	0	1000
A2	N001	N0	N16	4.36	0	1000
A3	N001	N0	N17	4.88	0	1000
A4	N001	N0	N18	4.14	0	1000
A5	N001	N0	N19	3.69	0	1000
A6	N001	N0	N20	3.46	0	1000
A7	N001	N0	N21	4.58	0	1000
A8	N001	N0	N22	4.09	0	1000
A9	N001	N0	N23	4.85	0	1000
A10	N001	N0	N24	3.09	0	1000
A11	N001	N0	N25	4.59	0	1000
A12	N001	N1	N13	44.2	0	1000
A13	N001	N1	N14	2.89	0	3
A14	N001	N1	N22	1.58	0	5
A15	N001	N1	N17	0.67	0	6
A16	N001	N1	N23	0.36	0	5
A17	N001	N1	N19	0.98	0	3
A18	N001	N1	N18	1.29	0	4
A19	N001	N1	N20	0.66	0	5
A20	N001	N2	N13	47.57	0	1000
A21	N001	N2	N15	2.29	0	6
A22	N001	N2	N18	1.18	0	4
A23	N001	N2	N21	1.4	0	4
A24	N001	N2	N20	0.58	0	4
A25	N001	N2	N24	0.29	0	5
A26	N001	N2	N18	0.32	0	4
A27	N001	N2	N18	1.89	0	3
A28	N001	N3	N13	40.41	0	1000
A29	N001	N3	N16	2.69	0	4
A30	N001	N3	N23	0.43	0	4
A31	N001	N3	N25	1.31	0	3
A32	N001	N3	N21	0.86	0	6
A33	N001	N3	N17	1.89	0	3
A34	N001	N3	N23	0.06	0	6
A35	N001	N4	N13	48.05	0	1000
A36	N001	N4	N17	4.0	0	4
A37	N001	N4	N22	1.88	0	4
A38	N001	N4	N25	1.27	0	3
A39	N001	N4	N18	1.97	0	5
A40	N001	N4	N25	0.58	0	4
A41	N001	N4	N14	0.4	0	6
A42	N001	N4	N21	0.26	0	5
A43	N001	N4	N19	1.79	0	5
A44	N001	N5	N13	36.78	0	1000
A45	N001	N5	N18	2.39	0	4
A46	N001	N5	N21	0.11	0	3
A47	N001	N5	N16	0.63	0	4
A48	N001	N5	N21	0.36	0	4
A49	N001	N5	N23	1.03	0	5
A50	N001	N5	N22	1.64	0	5
A51	N001	N6	N13	33.16	0	1000
A52	N001	N6	N19	2.46	0	6
A53	N001	N6	N20	1.82	0	4
A54	N001	N6	N20	0.01	0	3
A55	N001	N6	N22	1.05	0	4
A56	N001	N6	N25	1.43	0	4
A57	N001	N6	N15	0.22	0	6
A58	N001	N7	N13	35.18	0	1000
A59	N001	N7	N20	2.37	0	4
A60	N001	N7	N14	0.27	0	4
A61	N001	N7	N17	1.36	0	6
A62	N001	N7	N22	0.13	0	4
A63	N001	N7	N16	1.46	0	3
A64	N001	N7	N14	0.32	0	5
A65	N001	N8	N13	38.26	0	1000
A66	N001	N8	N21	2.17	0	3
A67	N001	N8	N17	0.04	0	6
A68	N001	N8	N23	1.58	0	3
A69	N001	N8	N20	1.57	0	4
A70	N001	N8	N16	0.02	0	5
A71	N001	N8	N16	1.89	0	3
A72	N001	N8	N24	1.98	0	4
A73	N001	N9	N13	42.89	0	1000
A74	N001	N9	N22	3.45	0	4
A75	N001	N9	N25	1.38	0	5
A76	N001	N9	N18	0.91	0	4
A77	N001	N9	N14	1.97	0	4
A78	N001	N9	N24	0.82	0	5
A79	N001	N9	N14	0.96	0	3
A80	N001	N9	N17	1.63	0	6
A81	N001	N9	N16	0.65	0	4
A82	N001	N10	N13	32.34	0	1000
A83	N001	N10	N23	3.88	0	6
A84	N001	N10	N19	0.8	0	5
A85	N001	N10	N22	0.51	0	6
A86	N001	N10	N18	0.58	0	6
A87	N001	N10	N19	1.21	0	4
A88	N001	N10	N22	1.62	0	6
A89	N001	N10	N17	1.97	0	5
A90	N001	N11	N13	30.9	0	1000
A91	N001	N11	N24	3.6	0	5
A92	N001	N11	N16	1.46	0	6
A93	N001	N11	N14	0.32	0	3
A94	N001	N11	N18	0.88	0	5
A95	N001	N11	N19	0.11	0	4
A96	N001	N11	N21	0.46	0	3
A97	N001	N11	N25	0.77	0	4
A98	N001	N12	N13	47.62	0	1000
A99	N001	N12	N25	3.53	0	5
A100	N001	N12	N17	0.4	0	4
A101	N001	N12	N23	1.02	0	6
A102	N001	N12	N18	0.51	0	5
A103	N001	N12	N20	0.24	0	3
A104	N001	N12	N16	1.97	0	3
A105	N001	N12	N18	1.68	0	6
A106	N001	N13	N27	3.12	0	1000
A107	N001	N13	N28	3.84	0	1000
A108	N001	N13	N29	4.86	0	1000
A109	N001	N13	N30	4.32	0	1000
A110	N001	N13	N31	4.1	0	1000
A111	N001	N13	N32	4.31	0	1000
A112	N001	N13	N33	3.78	0	1000
A113	N001	N13	N34	3.41	0	1000
A114	N001	N13	N35	4.4	0	1000
A115	N001	N13	N36	4.13	0	1000
A116	N001	N13	N37	3.34	0	1000
A117	N001	N13	N38	3.53	0	1000
A118	N001	N14	N26	47.47	0	1000
A119	N001	N14	N27	3.46	0	3
A120	N001	N14	N33	0.36	0	6
A121	N001	N14	N35	0.99	0	3
A122	N001	N14	N30	1.7	0	5
A123	N001	N14	N28	0.3	0	5
A124	N001	N14	N33	1.51	0	4
A125	N001	N14	N32	0.4	0	4
A126	N001	N15	N26	34.91	0	1000
A127	N001	N15	N28	2.05	0	5
A128	N001	N15	N27	1.57	0	5
A129	N001	N15	N31	0.65	0	5
A130	N001	N15	N33	1.97	0	6
A131	N001	N15	N31	0.15	0	3
A132	N001	N15	N35	1.14	0	4
A133	N001	N15	N30	0.08	0	4
A134	N001	N16	N26	35.36	0	1000
A135	N001	N16	N29	2.86	0	4
A136	N001	N16	N33	1.38	0	5
A137	N001	N16	N28	1.91	0	4
A138	N001	N16	N37	1.26	0	6
A139	N001	N16	N28	1.78	0	6
A140	N001	N16	N28	1.17	0	6
A141	N001	N16	N34	0.77	0	6
A142	N001	N17	N26	42.93	0	1000
A143	N001	N17	N30	3.36	0	5
A144	N001	N17	N33	0.1	0	5
A145	N001	N17	N29	0.39	0	6
A146	N001	N17	N29	0.55	0	4
A147	N001	N17	N28	0.48	0	5
A148	N001	N17	N32	1.22	0	5
A149	N001	N17	N32	0.84	0	4
A150	N001	N18	N26	46.86	0	1000
A151	N001	N18	N31	3.86	0	4
A152	N001	N18	N32	1.29	0	3
A153	N001	N18	N29	0.06	0	4
A154	N001	N18	N38	0.89	0	3
A155	N001	N18	N37	1.47	0	6
A156	N001	N18	N30	0.79	0	3
A157	N001	N18	N38	0.57	0	6
A158	N001	N19	N26	47.28	0	1000
A159	N001	N19	N32	3.89	0	5
A160	N001	N19	N30	1.75	0	6
A161	N001	N19	N28	0.9	0	4
A162	N001	N19	N30	1.77	0	6
A163	N001	N19	N34	1.57	0	5
A164	N001	N19	N27	0.88	0	5
A165	N001	N19	N36	0.77	0	4
A166	N001	N20	N26	41.22	0	1000
A167	N001	N20	N33	2.99	0	5
A168	N001	N20	N34	1.3	0	4
A169	N001	N20	N30	1.05	0	3
A170	N001	N20	N30	1.84	0	3
A171	N001	N20	N37	0.87	0	6
A172	N001	N20	N34	0.22	0	3
A173	N001	N20	N37	1.57	0	4
A174	N001	N21	N26	38.57	0	1000
A175	N001	N21	N34	3.5	0	5
A176	N001	N21	N33	0.31	0	3
A177	N001	N21	N37	1.29	0	4
A178	N001	N21	N33	1.38	0	3
A179	N001	N21	N29	1.61	0	3
A180	N001	N21	N33	1.26	0	6
A181	N001	N21	N38	0.29	0	5
A182	N001	N22	N26	45.71	0	1000
A183	N001	N22	N35	3.94	0	3
A184	N001	N22	N28	1.19	0	3
A185	N001	N22	N33	1.1	0	5
A186	N001	N22	N33	1.07	0	4
A187	N001	N22	N32	0.16	0	4
A188	N001	N22	N32	0.77	0	3
A189	N001	N23	N26	36.03	0	1000
A190	N001	N23	N36	2.93	0	4
A191	N001	N23	N27	0.71	0	3
A192	N001	N23	N37	0.35	0	4
A193	N001	N23	N29	1.04	0	5
A194	N001	N23	N30	0.48	0	5
A195	N001	N23	N33	1.64	0	5
A196	N001	N23	N28	1.83	0	6
A197	N001	N24	N26	41.92	0	1000
A198	N001	N24	N37	3.5	0	4
A199	N001	N24	N30	1.0	0	6
A200	N001	N24	N27	0.58	0	4
A201	N001	N24	N34	0.51	0	5
A202	N001	N24	N35	1.51	0	4
A203	N001	N24	N30	1.18	0	5
A204	N001	N24	N28	0.77	0	6
A205	N001	N25	N26	47.82	0	1000
A206	N001	N25	N38	2.28	0	5
A207	N001	N25	N36	0.69	0	6
A208	N001	N25	N36	1.57	0	5
