Arc_ID	Net_ID	from_N	to_N	cost	low	up
A0	N001	N0	N13	48.56	0	1000
A1	N001	N0	N14	31.17	0	1000
A2	N001	N0	N15	32.56	0	1000
A3	N001	N0	N16	44.21	0	1000
A4	N001	N0	N17	37.19	0	1000
A5	N001	N0	N18	48.15	0	1000
A6	N001	N0	N19	31.0	0	1000
A7	N001	N0	N20	38.57	0	1000
A8	N001	N0	N21	36.78	0	1000
A9	N001	N0	N22	30.55	0	1000
A10	N001	N0	N23	38.57	0	1000
A11	N001	N1	N12	154.67	0	1000
A12	N001	N1	N13	25.77	0	9
A13	N001	N1	N19	16.48	0	7
A14	N001	N1	N21	2.83	0	6
A15	N001	N1	N14	19.76	0	7
A16	N001	N1	N15	13.25	0	6
A17	N001	N2	N12	138.58	0	1000
A18	N001	N2	N14	23.94	0	9
A19	N001	N2	N20	2.29	0	9
A20	N001	N2	N20	1.2	0	9
A21	N001	N2	N20	16.82	0	5
A22	N001	N2	N16	18.4	0	8
A23	N001	N2	N19	12.09	0	6
A24	N001	N3	N12	184.25	0	1000
A25	N001	N3	N15	32.14	0	8
A26	N001	N3	N20	12.02	0	8
A27	N001	N3	N18	17.14	0	6
A28	N001	N3	N20	10.74	0	9
A29	N001	N3	N18	12.95	0	6
A30	N001	N3	N13	4.02	0	6
A31	N001	N3	N13	16.23	0	7
A32	N001	N4	N12	122.2	0	1000
A33	N001	N4	N16	34.42	0	8
A34	N001	N4	N23	4.23	0	7
A35	N001	N4	N22	2.88	0	8
A36	N001	N4	N22	13.65	0	5
A37	N001	N4	N22	4.48	0	5
A38	N001	N4	N15	13.91	0	5
A39	N001	N5	N12	144.37	0	1000
A40	N001	N5	N17	36.04	0	6
A41	N001	N5	N14	0.37	0	8
A42	N001	N5	N20	10.23	0	8
A43	N001	N5	N13	6.53	0	6
A44	N001	N5	N16	10.83	0	8
A45	N001	N5	N18	14.95	0	8
A46	N001	N6	N12	184.69	0	1000
A47	N001	N6	N18	22.65	0	8
A48	N001	N6	N17	16.49	0	5
A49	N001	N6	N15	12.5	0	8
A50	N001	N6	N17	7.75	0	7
A51	N001	N6	N19	7.14	0	9
A52	N001	N7	N12	170.29	0	1000
A53	N001	N7	N19	28.52	0	9
A54	N001	N7	N20	0.01	0	9
A55	N001	N7	N20	17.14	0	7
A56	N001	N7	N20	10.7	0	6
A57	N001	N7	N14	9.36	0	6
A58	N001	N7	N20	1.95	0	8
A59	N001	N8	N12	165.24	0	1000
A60	N001	N8	N20	35.02	0	6
A61	N001	N8	N14	4.44	0	7
A62	N001	N8	N23	16.27	0	7
A63	N001	N8	N14	8.23	0	9
A64	N001	N8	N19	1.74	0	5
A65	N001	N8	N23	14.75	0	6
A66	N001	N8	N13	8.63	0	9
A67	N001	N9	N12	106.85	0	1000
A68	N001	N9	N21	23.35	0	9
A69	N001	N9	N14	5.45	0	5
A70	N001	N9	N13	4.06	0	6
A71	N001	N9	N15	17.25	0	9
A72	N001	N9	N20	6.69	0	9
A73	N001	N9	N22	4.19	0	9
A74	N001	N10	N12	144.11	0	1000
A75	N001	N10	N22	21.51	0	9
A76	N001	N10	N13	6.22	0	5
A77	N001	N10	N23	9.84	0	7
A78	N001	N10	N14	3.45	0	9
A79	N001	N10	N13	2.27	0	7
A80	N001	N11	N12	163.91	0	1000
A81	N001	N11	N23	22.34	0	6
A82	N001	N11	N13	6.71	0	6
A83	N001	N11	N13	18.31	0	5
A84	N001	N11	N17	19.48	0	5
A85	N001	N11	N20	9.12	0	7
A86	N001	N11	N14	4.82	0	7
A87	N001	N12	N25	47.82	0	1000
A88	N001	N12	N26	40.9	0	1000
A89	N001	N12	N27	47.76	0	1000
A90	N001	N12	N28	48.78	0	1000
A91	N001	N12	N29	34.68	0	1000
A92	N001	N12	N30	39.17	0	1000
A93	N001	N12	N31	45.17	0	1000
A94	N001	N12	N32	45.74	0	1000
A95	N001	N12	N33	33.08	0	1000
A96	N001	N12	N34	47.96	0	1000
A97	N001	N12	N35	40.88	0	1000
A98	N001	N13	N24	126.93	0	1000
A99	N001	N13	N25	27.07	0	9
A100	N001	N13	N26	10.46	0	6
A101	N001	N13	N29	8.28	0	5
A102	N001	N13	N30	9.75	0	9
A103	N001	N13	N29	10.97	0	7
A104	N001	N14	N24	155.7	0	1000
A105	N001	N14	N26	38.34	0	5
A106	N001	N14	N30	15.79	0	6
A107	N001	N14	N33	8.44	0	6
A108	N001	N14	N28	7.02	0	5
A109	N001	N14	N34	18.36	0	8
A110	N001	N14	N34	5.46	0	6
A111	N001	N14	N35	9.33	0	6
A112	N001	N15	N24	156.82	0	1000
A113	N001	N15	N27	21.01	0	8
A114	N001	N15	N31	0.8	0	6
A115	N001	N15	N35	1.9	0	6
A116	N001	N15	N29	15.56	0	8
A117	N001	N15	N33	9.8	0	8
A118	N001	N15	N26	11.93	0	5
A119	N001	N16	N24	167.52	0	1000
A120	N001	N16	N28	24.77	0	6
A121	N001	N16	N29	15.68	0	5
A122	N001	N16	N26	2.36	0	7
A123	N001	N16	N33	3.13	0	8
A124	N001	N16	N32	1.12	0	6
A125	N001	N16	N26	9.95	0	8
A126	N001	N16	N31	19.83	0	9
A127	N001	N17	N24	105.78	0	1000
A128	N001	N17	N29	30.48	0	6
A129	N001	N17	N28	7.53	0	7
A130	N001	N17	N32	7.6	0	6
A131	N001	N17	N30	16.55	0	9
A132	N001	N17	N34	10.13	0	5
A133	N001	N17	N25	12.46	0	6
A134	N001	N17	N26	4.01	0	7
A135	N001	N18	N24	157.5	0	1000
A136	N001	N18	N30	26.24	0	7
A137	N001	N18	N31	16.78	0	6
A138	N001	N18	N27	6.79	0	9
A139	N001	N18	N29	11.14	0	7
A140	N001	N18	N34	17.86	0	9
A141	N001	N18	N33	1.12	0	7
A142	N001	N19	N24	143.3	0	1000
A143	N001	N19	N31	32.51	0	5
A144	N001	N19	N35	1.14	0	8
A145	N001	N19	N29	3.11	0	8
A146	N001	N19	N29	11.04	0	7
A147	N001	N19	N28	4.66	0	5
A148	N001	N20	N24	103.02	0	1000
A149	N001	N20	N32	39.51	0	6
A150	N001	N20	N26	4.85	0	6
A151	N001	N20	N26	14.15	0	9
A152	N001	N20	N34	4.45	0	6
A153	N001	N20	N30	14.47	0	7
A154	N001	N20	N35	4.42	0	9
A155	N001	N21	N24	174.62	0	1000
A156	N001	N21	N33	31.24	0	9
A157	N001	N21	N32	11.13	0	6
A158	N001	N21	N29	9.75	0	5
A159	N001	N21	N30	10.92	0	6
A160	N001	N21	N28	14.77	0	8
A161	N001	N21	N26	0.2	0	8
A162	N001	N22	N24	178.31	0	1000
A163	N001	N22	N34	23.02	0	6
A164	N001	N22	N27	1.42	0	9
A165	N001	N22	N35	11.43	0	5
A166	N001	N22	N33	19.98	0	6
A167	N001	N22	N30	13.92	0	5
A168	N001	N22	N35	9.44	0	9
A169	N001	N23	N24	135.79	0	1000
A170	N001	N23	N35	36.91	0	8
A171	N001	N23	N28	11.05	0	9
A172	N001	N23	N34	19.53	0	6
A173	N001	N23	N27	17.91	0	5
A174	N001	N23	N32	7.19	0	6
A175	N001	N24	N37	30.33	0	1000
A176	N001	N24	N38	41.08	0	1000
A177	N001	N24	N39	35.92	0	1000
A178	N001	N24	N40	30.56	0	1000
A179	N001	N24	N41	48.8	0	1000
A180	N001	N24	N42	30.35	0	1000
A181	N001	N24	N43	31.52	0	1000
A182	N001	N24	N44	45.05	0	1000
A183	N001	N24	N45	46.6	0	1000
A184	N001	N24	N46	38.84	0	1000
A185	N001	N24	N47	37.82	0	1000
A186	N001	N25	N36	193.35	0	1000
A187	N001	N25	N37	27.66	0	8
A188	N001	N25	N44	15.18	0	5
A189	N001	N25	N46	3.95	0	8
A190	N001	N25	N38	18.17	0	6
A191	N001	N25	N43	7.21	0	8
A192	N001	N25	N40	16.52	0	7
A193	N001	N26	N36	105.32	0	1000
A194	N001	N26	N38	36.61	0	9
A195	N001	N26	N46	7.22	0	6
A196	N001	N26	N39	14.89	0	7
A197	N001	N26	N37	4.42	0	5
